thai,phonetic,register,definition,note
แกต้องช่วยฉัน,gɛɛ dtɔ̂ng chûai chǎn,,You have to help me!,
ฟังอยู่รึเปล่า,fang yùu rʉ́-bplàao,,Are you there? / Are you listening?,
ไม่น่าทำแบบนี้(ครับ),mâi-nâa tam bɛ̀ɛp-níi (kráp) ,,You shouldn’t have done that.,
ผมไม่เคยพูดแบบนั้น,pǒm mâi kəəi pûut bɛ̀ɛp-nán ,,I never said that.,
สำหรับผม(แล้ว),... sǎm-ràp pǒm (lɛ́ɛo) ,,For me... / To me...,
ไม่ต้องบอก,mâi-dtɔ̂ng bɔ̀ɔk,,You don’t need to tell (me). / It’s not necessary to tell (me).,
(มัน)ทำให้ผมงง,(man) tam-hâi pǒm ngong (,,It) confused me. / (It) confuses me.,
แปลกดีนะ,bplɛ̀ɛk-dii ná,,That’s odd/strange/weird., This doesn’t have a negative connotation. It means weird in an interesting way.
ใส่ตัวไหนดี,sài dtua nǎi dii,,Which one should I wear?,
หาอะไรทำดีกว่า,hǎa à-rai tam dii-gwàa ,,Let’s find something to do.,
เขาฆ่าตัวตาย,kǎo kâa-dtua-dtaai,,He killed himself. / He committed suicide.,
ไม่มีความหมายอะไร,mâi-mii kwaam-mǎai à-rai ,,It doesn’t mean anything. / It has no meaning. / It’s meaningless.,
วันเว้นวัน,wan-wén-wan,,Every other day.,
แกรักเขามากใช่ไหม,gɛɛ rák káo mâak châi-mǎi ,,"You love him a lot, don’t you?",
ทำไมไม่รับเลย,tam-mai mâi-ráp ləəi ,,Why doesn’t (he) answer! / Why doesn’t (he) pick up the phone!,
รู้ว่าผมเป็นใคร,rúu-wâa pǒm bpen krai ,BIT ROUGH,Do (you) know who I am?,
ทำอะไรพิเศษ,tam à-rai pí-sèet,,Do something special.,
ไม่มากเท่าไหร่,mâi-mâak tâo-rài,,Not much. / Not so much.,
โกหกหรือเปล่า,goo-hòk rʉ̌ʉ-bplàao,,Are you lying?,
หมดเวลาแล้ว,mòt-wee-laa lɛ́ɛo,,Time’s up.,
