thai,phonetic,register,definition,note
ทำไมต้องโกหก(ฉัน),tam-mai dtɔ̂ng goo-hòk (chǎn) ,,Why do you have to lie (to me)?,
ผมว่าไม่น่านะ(ครับ),pǒm wâa mâi-nâa ná (kráp) ,,I don’t think so. / I doubt it.,
พี่จะซื้อให้ใหม่,pîi jà sʉ́ʉ hâi mài,,I’ll buy you a new one.,
เป็น(โรงเรียน)ที่มีชื่อเสียง,bpen (roong-rian) tîi mii-chʉ̂ʉ-sǐang ,,It’s a (famous/well-known/reputable) school.,
(ก็)พอได้,(gɔ̂ɔ) pɔɔ-dâi ,INFORMAL,Not bad. / Okay. / Passable.,
อีกนิดเดียวจะเสร็จ,ìik nít-diao jà sèt (,,I)’ll be done in a bit. / (I)’ll be finished in short while.,
ฉันคิดถูกแล้ว,chǎn kít tùuk lɛ́ɛo,,I was right. (about what I thought),
มันแพงมาก,man pɛɛng mâak,,(It)’s so expensive! / (That) was so expensive!,
กินยาหรือยัง,gin yaa rʉ̌ʉ-yang,,Did you take (any) medicine (yet)? / Have you taken your medicine yet?,
ฝุ่น(มัน)เยอะ / มีฝุ่นเยอะ,fùn (man) yə́ / mii fùn yə́,,It’s dusty. / There’s a lot of dust.,
ไม่ได้เป็นอะไร,mâi-dâi bpen-à-rai,,I’m fine. / Nothing’s wrong with me.,
แดด(มัน)ร้อน,dɛ̀ɛt (man) rɔ́ɔn ,,The sun’s very hot. / It’s very hot.,
ฟังก่อน,fang gɔ̀ɔn,STRONG,Listen! / Listen to me!,
ไม่อยากโกหก,mâi-yàak goo-hòk,,I don’t wanna lie (to you).,
ผมได้ยินเสียงร้อง,pǒm dâi-yin sǐang-rɔ́ɔng ,,I heard screaming. / I heard a scream.,
เห็นนี้หรือยัง,hěn níi rʉ̌ʉ-yang,,Have (you) seen this (yet)?,
ผมได้กลิ่นควัน,pǒm dâi-glìn kwan ,,I smell smoke.,
อย่าประมาท,yàa bprà-màat,,Don’t be careless.,
อย่าพูดอย่างนั้น(สิ) / อย่าพูดแบบนั้น(สิ),yàa pûut yàang-nán (sì) / yàa pûut bɛ̀ɛp-nán (sì),,Don’t say that! / Don’t talk that way!,
เขาเป็นสุภาพบุรุษ,kǎo bpen sù-pâap-bù-rùt ,,He’s a gentleman.,
