thai,phonetic,register,definition,note
ทำไมถึงชอบ(... ),tam-mai tʉ̌ng chɔ̂ɔp (…) ,,"Why do you like (it/him, etc.)?",
ไม่ค่อยสนใจเรื่อง(ประวัติศาสตร์),mâi-kɔ̂i sǒn-jai rʉ̌ang (bprà-wàt-dtì-sàat) ,,I’m not (so) interesting in (history).,
ไม่ดีเท่าไหร่,mâi-dii tâo-rài,,(It’s) not so good.,
ไม่ไกลจาก(โรงแรม),mâi-glai jàak (roong-rɛɛm) (,,It’s) not far from (the hotel).,
ใครจะ(มา)สนใจ,krai jà (maa) sǒn-jai ,INFORMAL,Who cares? / Who would be interested?, This expression is rather strong.
มันเกี่ยวกับอะไร,man gìao-gàp à-rai,,"What’s it about? (movie, book, etc.)",
ฉันยังสงสัยว่าทำไม,(chǎn yang sǒng-sǎi wâa tam-mai) ,,I still wonder why.,
ค่อนข้างเยอะ,kɔ̂n-kâang yə́,,(There’s) quite a few/pretty much/quite a lot.,
ช่างมัน(เถอะ),châng-man (tə̀) (,,Just) forget it. / So be it. / Never mind. / To hell with it.,
(แล้ว)ผลเป็นยังไง,(lɛ́ɛo) pǒn bpen-yang-ngai ,INFORMAL,What was the result? / How did it turn out?, More formal would be เป็นอย่างไร (bpen-yàang-rai).
ไม่รู้ว่าเขาไปไหน,mâi-rúu wâa kǎo bpai nǎi,,I don’t know where he went.,
ไม่มีใครบอกได้ว่า,... (mâi mii krai bɔ̀ɔk dâi wâa...) ,,No one can tell… / No one can say…,
…ถ้าจำเป็น,... (…tâa jam-bpen…),,If necessary… / …if needed. / If (I) have to…,
ยังไม่ได้ไป,yang mâi-dâi bpai,,(He) hasn’t been there yet. / (He) hasn’t left/gone.,
เป็นยังไงบ้าง,(bpen yang-ngai bâang) ,INFORMAL,How are things going? / How is it? / How is she?,
เป็น(หนังสือ)ที่ขายดีที่สุด,bpen (nǎng-sʉ̌ʉ) tîi kǎai dii-tîi-sùt ,,It was a bestseller. / It was the bestselling (book).,
คนให้เข้ากัน,kon hâi-kâo-gan,,Mix/blend/scramble them together.,
ปรุงด้วย(ซีอิ๊วขาว),bprung dûai (sii-íu-kǎao) ,,Season with (light soy sauce).,
ห้ามสูบบุหรี่,hâam sùup-bù-rìi,,No smoking (allowed).,
เชื่อเถอะ,chʉ̂a-tə̀,,Trust me. / Believe me.,
