thai,phonetic,register,definition,note
คุณคิดจะทำอะไร,kun kít jà tam à-rai ,,What do you think you’re doing?! / What do you intend to do? / What are you gonna do?,
ฉันไม่ต้องการพูดถึงมัน,chǎn mâi-dtɔ̂ng-gaan pûut-tʉ̌ng man ,,I don’t want to talk about it.,
เกิดขึ้นได้ยังไง/เกิดขึ้นได้อย่างไร,gə̀ət-kʉ̂n dâi yang-ngai/gə̀ət-kʉ̂n dâi yàang-rai,,How could this happen? / How could this have happened? / How did this happen?,
คิดว่าต้องเกิดเรื่องร้าย(แน่ๆ),kít-wâa dtɔ̂ng gə̀ət rʉ̂ang-ráai (nɛ̂ɛ-nɛ̂ɛ) (,,I) think something terrible/bad must have happened.,
ยังโชคดีที่(ยังมีงานทำ),yang chôok-dii tîi (yang mii ngaan tam) ,,"Luckily, (I still have job.) / I’m lucky to (still have job.)",
ไม่มีใครเชื่อหรอก,mâi-mii-krai chʉ̂a rɔ̀ɔk ,,No one will/would believe you!,
อย่าให้มันหนี(ไปได้),yàa hâi man nǐi (bpai dâi) ,,Don’t let him get away/escape!,
อย่าพูดถึงมัน(เลย),yàa pûut-tʉ̌ng man (ləəi) ,,Don’t talk about it. / Let’s not talk about it.,
จับตาดูเขาไว้,jàp-dtaa-duu kǎo wái,,Keep an eye on him. / Watch him carefully.,
ใครจะไปเชื่อ(ว่า... ),krai jà bpai chʉ̂a (wâa...) ,,Who would believe that?! / Who would believe…?!,
เอาเถอะ,... ao tə...,,All right… / Okay… (acquiescing),
ค้นให้ทั่ว(... ),kón hâi tûa(...) ,,Search everywhere! / Look everywhere! / Find him! (look high and low until you find him) / Search the… !,
เอาอีกแล้ว,ao ìik lɛ́ɛo ,IDIOMATIC,Not again! / He’s at it again! / Here you go again!,
บอกแล้วใช่ไหมว่า(อย่ากลับบ้านดึก),bɔ̀ɔk lɛ́ɛo châi-mǎi wâa (yàa glàp-bâan dʉ̀k),,"Didn’t I tell you (not to come home late)?! / I told you (not to come home late), didn’t I?",
เรากำลังคุยเรื่องอะไร,rao gam-lang kui rʉ̂ang à-rai ,,What are/were we talking about?,
(100 บาท)เท่านั้นเอง,(rɔ́ɔi bàat) tâo-nán-eeng (,,"It’s) only (100 baht). / (It’s 100 baht), that’s all.",
มีทั้งข้อดีข้อเสีย,mii táng kɔ̂ɔ-dii kɔ̂ɔ-sǐa ,,We all have our strengths and weaknesses. / There are both pros and cons. / It has its advantages and disadvantages.,
จะให้(ผม)เชื่อได้อย่างไร,jà hâi (pǒm) chʉ̂a dâi yàang-rai ,,How can I believe you?! / How do you expect me to believe you?!,
(กำลัง)หิวพอดีเลย,(gam-lang) hǐu pɔɔ-dii ləəi ,,I’m (just now) getting hungry.,
ผมจะพยายามให้ดีที่สุด,pǒm jà pá-yaa-yaam hâi dii-tîi-sùt ,,I’ll try (and do) my best. / I’ll give it my best shot.,
