thai,phonetic,register,definition,note
อย่าโกรธฉัน(เลยนะ),yàa gròot chǎn (ləəi ná) ,,Don’t get mad at me. / Please don’t be angry.,
ผมจะดูให้,pǒm jà duu hâi,,I’ll have a look. / I’ll take a look.,
ขากลับ(นั่งแท็กซี่),kǎa-glàp (nâng tɛ́k-sîi) (,,I took a taxi) on the way back/on the return trip.,
…ไม่ต่างกัน(หรอก),mâi-dtàang-gan (rɔ̀ɔk),,…are no different (at all). / …aren’t different (at all).,
เอาไงต่อ,(ao-ngai-dtɔ̀ɔ) ,INFORMAL,What’s next? / What now?," ไง (ngai) is a shortened, more casual form of อย่างไร (yàang-rai)."
ปล่าว(ครับ/ค่ะ),bplàao (kráp/kà) ,,"No. (that’s not why/that’s not it, etc.) / Nope.",
เราทำแบบนี้ทำไม / เราทำอย่างนี้ทำไม,(rao tam bɛ̀ɛp-níi tam-mai /,,rao tam yàang-níi tam-mai)/Why are we doing this?,
มันเรื่องเข้าใจผิด(กัน),man rʉ̂ang kâo-jai-pìt (gan),,It was/is a misunderstanding.,
(อันนี้)ผมยอมรับ,(an-níi) pǒm yɔɔm-ráp ,,I admit it. / I admit that.,
เพราะกลัวว่า,... (prɔ́ glua-wâa...),,Because (I) was afraid (that)…,
(ร้าน)ปิดกิจการ(ไป)แล้ว,(ráan) bpìt gìt-jà-gaan (bpai) lɛ́ɛo (,,The store) shut down/went out of business.,
ผมกำลังหางานทำ,(pǒm gam-lang hǎa-ngaan tam) ,,I’m looking for a job/work.,
มันกลายเป็นว่า,... (man glaai-bpen wâa...) ,,It turns out (that)… / Turns out…,
ไม่เกียวกับ...เลย,(mâi-gìao-gàp...ləəi) ,,It has nothing to do with…,
อยากเรียนต่อ,yàak rian-dtɔ̀ɔ,,(I) want to go to college. / (I) want to continue (my) studies.,
เรียนไปด้วยทำงานไปด้วย,(rian bpai-dûai tam-ngaan bpai-dûai) ,,Work and go to school (at the same time). / Work while going to school.,
ถ้ามีโอกาส,... (tâa mii oo-gàat…),,If I have a chance… / If you get a chance..,
ใครบอกให้,... (krai bɔ̀ɔk hâi…),,Who told you…?,
อย่าท้อแท้,yàa tɔ́ɔ-tɛ́ɛ,,Don’t be discouraged! / Don’t give up!,
อธิบายไม่ถูก,à-tí-baai mâi-tùuk,,I can’t explain it. / It’s hard to explain.,
