thai,phonetic,register,definition,note
คุณคิด(ว่า)ยังไง,kun kít (wâa) yang-ngai ,,What do you think?,
คิดว่าไง,kít wâa ngai,INFORMAL,What do you think?,
เกิดขึ้นได้ตลอด(เวลา),gə̀ət-kʉ̂n dâi dtà-lɔ̀ɔt (wee-laa) (,,It) happens all the time. / (It) can happen at any time.,
ขอบคุณที่ใช้บริการ(... ),kɔ̀ɔp-kun tîi chái bɔɔ-rí-gaan (...) ,FORMAL,Thank you for using our service. / Thank you for shopping at… / Thank you for staying at…,
ดีใจที่ได้รู้จัก(ครับ/ค่ะ),dii-jai tîi dâi-rúu-jàk (kráp/kà) ,FORMAL,It’s nice to meet you. / It was nice meeting you., This is mostly used in formal situations.
ยินดีที่ได้รู้จักคุณ(ครับ/ค่ะ),yin-dii tîi dâi-rúu-jàk kun (kráp/kà) ,FORMAL,It’s a pleasure to meet you. / It’s nice to meet you., This is mostly used in formal situations.
ถามอะไรหน่อยสิ,tǎam à-rai nɔ̀i sì ,INFORMAL,Tell me something. / Can I ask you something?,
(มัน)ทำให้ฉันอึดอัด,(man) tam-hâi chǎn ʉ̀t-àt (,,He) makes me feel uncomfortable.,
ไปนั่งรถเล่นกัน(ครับ),bpai nâng-rót-lên gan (kráp) ,,Let’s go for a ride.,
ถ้าต้องการอะไร,... tâa dtɔ̂ng-gaan à-rai...,,If (you) need anything…,
อย่าลืมสิ(ครับ/คะ),yàa lʉʉm sì (kráp/ká) ,,Don’t forget (it/that).,
ต้องฉลอง(กัน),dtɔ̂ng chà-lɔ̌ɔng (gan) (,,We) should/need to celebrate.,
(รีโมท)เสีย,(rii-mòot) sǐa,,The (remote)’s not working. / The (remote)’s broken.,
ผมไม่คุ้นกับ,... pǒm mâi-kún-gàp…,,I’m not familiar with… / I’m not used to…,
(น้ำ)เย็นเฉียบ,(náam) yen-chìap (,,The water)’s freezing/ice cold.,
เขาเรียกว่า,... kǎo rîak-wâa...,,It’s called… / They’re called… / It’s what you call…,
(มัน)อยู่ตรงไหน,(man) yùu dtrong-nǎi ,,Where is (it) exactly? / Where is (it)?,
อยากรู้ว่า(มัน)คืออะไร,yàak rúu-wâa (man) kʉʉ à-rai ,,I wanna know what it is. / I wanna know what that is.,
ผมรู้ว่า(มัน)คืออะไร,pǒm rúu-wâa (man) kʉʉ à-rai ,,I know what it is. / I know what that is.,
ไม่รู้ว่า(มัน)คืออะไร,mâi-rúu-wâa (man) kʉʉ à-rai ,,I don’t know what it is. / I don’t know what that is.,
