thai,phonetic,register,definition,note
ไม่เข้าใจจริงๆ,mâi-kâo-jai jing-jing,,I don’t understand at all! / I really don’t understand.,
ไม่เห็นด้วยเลย,mâi hěn-dûai ləəi,,I don’t agree at all. / I disagree!,
อย่างนี้นี่เอง,yàang-níi nîi eeng,,"(Oh,) I see. / Aha. / Oh, I got it. / Oh, that’s how it is.",
(ก็)แล้วแต่(คุณ),gɔ̂ɔ) lɛ́ɛo dtɛ̀ɛ (kun,,It’s up to you. / Up to you.,
มันเรื่องอะไรกัน,man rʉ̂ang àrai gan,,What’s going on?! / What’s this all about?!,
มันไม่ได้เป็นอย่างนั้น,(man mâi-dâi bpen yàang-nán) ,,It’s not like that. / That’s not how it is. / That’s not the case. / That’s not true.,
อะไรทำนองนั้น,à-rai tam-nɔɔng nán,,Something like that. / Something along those lines.,
คงยังงั้น/คงงั้นมัง/คงยังงั้นมัง/คงงั้นมั้ง,kong yang-nán / kong ngán mang / kong yang-ngán mang / kong ngán máng,INFORMAL,I guess so. / I think so. / Probably.,
ไม่มีอะไร,mâi mii à-rai,,It’s nothing. / Nothing. / There is nothing.,
เอาล่ะ,ao-lâ,,Okay…(let’s start); Alright then…,
เอาซิ/เอาดิ,ao-sí / ao-dì,INFORMAL,Come on (do it)! / Bring it on! / Sure! / Do it!,
ไม่เอาน่า,mâi ao nâa,,Come on! (Are you crazy?/really?) / No…!,
อย่านะ,yàa ná,INFORMAL,Don’t! / Don’t do that! / Please!,
อย่ามาทำเป็น,... (yàa tam bpen...),INFORMAL,Don’t (act like)… !,
อย่าเลย,yàa ləəi,,You’d better not. / Please don’t. / Don’t do it.,
คิดอะไรของคุณ,kít à-rai kɔ̌ɔng kun,INFORMAL,What were you thinking?! (Are you crazy / Why did you do that?),
มีปัญหาอะไร,mii bpan-hǎa à-rai,,What’s the problem? / What’s the matter?,
อยากรู้ใช่ไหม,yàak rúu châi mǎi,,"You wanna know, don’t you?",
ใจคอไม่ดี,jai-kɔɔ mâi-dii,,I have a bad feeling. (something bad will happen),
ไม่ต้องห่วงหรอกนะ,mâi-dtɔ̂ng hùang rɔ̂ɔk ná,,Don’t worry about it. / There’s no need to worry about it at all.,
