thai,phonetic,register,definition,note
เอาเลย,ao ləəi,,Come on. / Go on. (do it),
อย่าดื้อ(สิ),yàa dtʉ̂ʉ (sì) ,,Don’t be (so) stubborn!,
มองไม่เห็น,mɔɔng-mâi-hěn,,I can’t see (it).,
มันไม่ใช่ความรัก,man mâi-châi kwaam-rák ,,It’s not love. / That’s not love.,
อย่าบอกนะว่า,... yàa bɔ̀ɔk ná wâa...,,Don’t tell me…,
ห้ามแตะต้อง(... ),hâam dtɛ̀-dtɔ̂ng(...) ,,Don’t touch (…) (contact or touch),
ไม่รอแล้ว,mâi-rɔɔ lɛ́ɛo,,(I)’m not waiting. / (I) can’t wait anymore.,
มันก็พูดยากนะ,man gɔ̂ɔ pûut yâak ná,,It’s hard/difficult to say.,
ก็ใช่นะสิ,gɔ̂ɔ châi ná sì,,Yeah (it is!/you are!). / Of course. / Exactly.,
กลับไปพักผ่อน,glàp bpai pák-pɔ̀n,,Go back (home) and get some rest.,
เขาเป็นโรคจิต,kǎo bpen rôok-jìt,,He’s mentally ill. / He’s psycho. / She has mental problems.,
ไปทางไหนดี,bpai taang-nǎi dii,,Which way should I go? / Which way?,
ไม่มีสมาธิ,mâi-mii sà-maa-tí,,(I) can’t concentrate. / (I) can’t focus/ (I) get distracted.,
ไปหาอะไรกินกัน,bpai hǎa à-rai gin gan ,,Let’s grab a bite to eat. / Let’s go find something to eat. / Let’s go get something to eat.,
พรุ่งนี้มีสอบ,prûng-níi mii sɔ̀ɔp,,We have a test tomorrow. / There’s a test tomorrow.,
คุณอยากรู้ไปทำไม,kun yàak rúu bpai tam-mai ,SOMEWHAT STRONG,Why do you wanna know?,
ดูธรรมชาติ,duu tam-má-châat,,It looks natural.,
อย่าเถียง,yàa tǐang,,Don’t argue (with me)!,
ทำไมไม่เชื่อฉัน,tam-mai mâi-chʉ̂a chǎn ,,Why don’t you believe me?,
ใจร้ายจัง,jai-ráai jang,,You’re so mean/cruel/wicked!,
