thai,phonetic,register,definition,note
น่าอร่อยจัง,nâa-à-rɔ̀i jang,,That looks really good/delicious/tasty!,
ไม่นานเลย(นะครับ),mâi-naan ləəi (ná-kráp) ,,Not so long. / Not that long.,
ใครเรียก,krai rîak,INFORMAL,Who called (me)?,
ระวังติดคอ,rá-wang dtìt kɔɔ,,Be careful or it’ll get stuck in your throat.,
มีอะไรติดคอ,mii à-rai dtìt kɔɔ,,Something’s stuck in my throat.,
ไม่ได้ทำบ่อย(นะ),mâi-dâi tam bɔ̀i (ná) (,,I) don’t do it often.,
มันมีประโยชน์(นะ),man mii bprà-yòot (ná) ,,It’s useful/beneficial.,
(คุณ)มาจากเมืองไหน / (คุณ)มาจากเมืองอะไร,(kun) maa-jàak mʉang nǎi /,,(kun) maa-jàak mʉang à-rai/What city are you from?,
ชอบกินอาหาร(เกาหลี)ไหม,chɔ̂ɔp gin aa-hǎan (gao-lǐi) mǎi ,,Do you like (Korean) food?,
ต้องโทรไปบอก(พ่อแม่),dtɔ̂ng too-bpai bɔ̀ɔk (pɔ̂ɔ-mɛ̂ɛ) (,,I) have to call and tell (my parents).,
อันนี้(ปลา)อะไรคะ,an-níi (bplaa) à-rai ká ,,What kind of (fish) is this?,
ไม่เลยหรือ,mâi ləəi rʉ̌ʉ,,Not at all? / Not even a little?,
เลือกอะไรดี,lʉ̂ak à-rai dii,,Which (one) should I choose?,
เขาเป็นลูกครึ่ง,kǎo bpen lûuk-krʉ̂ng,,He’s half (Thai) half (German).,
พร้อมหรือยัง,prɔ́ɔm rʉ̌ʉ yang,,Are you ready (yet)?,
เศรษฐกิจไม่ดี,sèet-tà-gìt mâi-dii,,The economy’s bad.,
โรแมนติกจังเลย,roo-mɛɛn-dtìk jang ləəi,,So romantic!,
ไม่ได้กำไร(เลย),mâi-dâi gam-rai (ləəi) ,,I’m not making any profit. / We didn’t turn a profit. / We’re in the red.,
ขอคิดก่อนนะ,kɔ̌ɔ kít gɔ̀ɔn ná ,POLITE,Let me think about that. / Let me think.,
ไปดูหน่อยได้ไหมครับ,bpai duu nɔ̀i dâi-mǎi kráp ,,May I go have a look? / Can I go and see it?,
