thai,phonetic,register,definition,note
(มึง)นี่โง่จริงๆ,(mʉng) nîi ngôo jing-jing (,STRONG,You)’re such an idiot! / (You)’re so stupid!,
เล่าต่อ,lâo dtɔ̀ɔ,,Tell me more. / Keep going.,
(คุณ)ตาฝาด,(kun) dtaa-fàat,,You’re seeing things! / You’re delusional! / You’re mistaken. (your eyes are playing tricks on you),
…อีกหลายอย่าง,...ìik lǎai yàang,,…(and) many more types/kinds/things.,
…แม้แต่นิดเดียว,...mɛ́ɛ-dtɛ̀ɛ nít-diao,,…not even a little bit. / …not in the least bit.,
…หรือไม่ก็,... ...rʉ̌ʉ mâi gɔ̂ɔ...,,"…or… (if not this way, then that way)",
คงไม่ได้หรอก,kong mâi-dâi rɔ̀ɔk,,I can’t. / I’d rather not. / I don’t think I can. (giving semi-polite refusal usually followed by a reason),
ในเสี้ยววินาที,nai sîao wí-naa-tii ,,In a split second / In a fraction of a second,
ซวยจริงๆ(เลย),suai jing-jing (ləəi) ,INFORMAL/ROUGH,So unlucky! / It really sucks! / Shit out of luck!,
คน(เรา)มีรสนิยมที่(แตก)ต่างกัน,kon (rao) mii rót-sà-ní-yom tîi (dtɛ̀ɛk) dtàang gan,,We all have different tastes. / Everyone has different tastes.,
สบายใจได้,sà-baai-jai dâi,,(You) can relax. (don’t worry about it) / Set your mind at ease.,
(มัน)เป็นระเบียบเรียบร้อย,(man) bpen rá-bìap rîap-rɔ́ɔi (,,It)’s neat and orderly. / (It)’s neat and organized. / (It)’s nice and tidy.,
(ฟิน)ที่สุดในสามโลก,(fiin) tîi-sùt nai sǎam-lôok ,INFORMAL/PLAYFUL,The most (awesome) in the world! (used for exaggeration),
ดีเสียอีก/ดีซะอีก,dii sǐa-iìk / dii sá-ìik (,,That’s) even better!,
(เขา)ได้ฉายาว่า,...  (kǎo) dâi chǎa-yaa wâa...,FORMAL/LITERARY,(He) earned the nickname… / (She) was called…,
ได้อุทิศชีวิตของเขาให้กับ,... dâi ù-tít chii-wít kɔ̌ɔng kǎo hâi gàp...,,He dedicated/devoted his life to…,
หมดทุกอย่าง,mòt túk-yàang,,Everything (used for emphasis),
เป็นผู้เชี่ยวชาญด้าน,... bpen pûu-chîao-chaan dâan...,,(She)’s an expert/master at...,
ดูก็รู้(ว่า... ),duu gɔ̂ɔ rúu (wâa...) ,,One look and you know (…) / It’s obvious (he)’s…,
มันไม่ต่างอะไรจาก,... man mâi dtàang à-rai jàak...,,It’s no different from/than…,
