thai,phonetic,register,definition,note
ทำไปทำไม,tam bpai tam-mai,,Why’d you do it/that? / What did you do that for?,
ฉันพูดจริงๆ,chǎn pûut jing-jing,,I’m serious. / I’m not kidding. / I mean it.,
(ผม)ไม่รู้จริงๆ,(pǒm) mâi-rúu jing-jing (,,I) really don’t know. / (I) have no idea.,
ลองดูใหม่(สิ),lɔɔng duu mài (sì) ,INFORMAL,Try again. / Try it again.,
จะลงไปข้างล่าง,jà long bpai kâang-lâang ,,I’m going downstairs.,
(ฉัน)อยากจะขอโทษ(...),(chǎn) yàak jà kɔ̌ɔ-tôot (...) ,,I want to apologize(...),
ไม่ต้องขอโทษ(หรอก),mâi-dtɔ̂ng kɔ̌ɔ-tôot (rɔ̀ɔk) ,,You don’t have to apologize.,
ฟังให้ดีนะ,fang hâi-dii ná,,Listen carefully. / Listen to me.,
มันเป็นความจริง,man bpen kwaam-jing,,It’s true. / It’s a fact.,
ฉันเคยอยู่ที่(ญี่ปุ่น),chǎn kəəi yùu-tîi (yîi-bpun) ,,I used to live in (Japan).,
ผมไม่เก่ง,pǒm mâi-gèng,,I’m not (very) good. / I’m no good. (at doing something),
มีประชากรราว (70 ล้าน)คน,mii bprà-chaa-gɔɔn raao (sìp-jèt-láan) kon ,,It has a population of around (70 million) (people).,
ไม่มีใครอยู่บ้าน,mâi-mii krai yùu bâan ,,No one’s home. / No one is at home.,
เห็นไหมล่ะ,hěn mǎi lâ,,See?! / You see?!,
น่าประทับใจมาก,nâa-bprà-táp-jai mâak ,,Very impressive!,
เพราะอะไร,prɔ́ à-rai,,Why? / Why’s that?,
เป็นอะไรรึเปล่า,bpen à-rai rʉ́-bplàao,,Is he okay? / Are you okay?,
ขอบคุณที่ช่วยฉัน,kɔ̂ɔp-kun tîi chûai chǎn ,,Thank you for helping me.,
อย่าทำแบบนั้นอีก,yàa tam bɛ̀ɛp-nán ìik,,Don’t (ever) do that again!,
สมน้ำหน้า,sǒm-nám-nâa,,(It) serves you right! / You deserve it!,
