thai,phonetic,register,definition,note
เมาแล้ว,mao lɛ́ɛo,,I’m drunk. / You’re drunk.,
ทำเองหรือ,tam eeng rʉ̌ʉ,,Did you make (this/it) yourself?,
จะกลับกี่โมง,jà glàp gìi-moong,,What time are (you) coming back? / What time are (you) going home? //When are (you) coming back?,
วันนี้วันอะไร,wan-níi wan à-rai,,What day is it (today)?,
มากับใคร,maa gàp krai,,Who did you come with?,
ไปดูมาแล้ว,bpai duu maa lɛ́ɛo,,I saw it already. / I looked already.,
อันนี้อะไร,an-níi à-rai,,What is this (one)?,
หนีไป(สิ),nǐi bpai (sì),,Run (away)! / Run for it!,
ผมจะไปเดินเล่น,pǒm jà bpai dəən-lên,,I’m going for a walk. / I’m gonna go out for a walk.,
ไปเดินเล่นมา,bpai dəən-lên maa,,I went for a walk.,
เขาเห็นแก่ตัว,kǎo hěn-gɛ̀ɛ-dtua,,He’s selfish.,
เขารวยมาก,kǎo ruai mâak,,He’s rich/loaded/got lots of money.,
หนาวไหม,nǎao mǎi,,Are you cold?,
ร้อนไหม,rɔ́ɔn mǎi,,Are you hot?,
ฉันกำลังจะมีลูก,chǎn gam-lang-jà mii lûuk ,,I’m gonna have a baby., กำลังจะ (gam-lang-jà) means ‘about to’ or ‘going to’.
ไปดูหน่อยสิ,bpai duu nɔ̀i sì ,INFORMAL,Go have a look. / Go and have a look.,
เมื่อคืนนอนกี่ทุ่ม,mʉ̂a-kʉʉn nɔɔn gìi-tûm,,What time did you go to bed last night?,
ฉันหลงรักเขา,chǎn lǒng-rák kǎo,,I fell in love with him.,
(ก็)งั้นๆ,(gɔ̂ɔ) ngán-ngán,,So-so.," ก็ (gɔ̂ɔ) has various meanings depending on the context, but here it’s used as a filler, much like a pause."
(มัน)เป็นของโปรดของผม,(man) bpen kɔ̌ɔng-bpròot kɔ̌ɔng pǒm ,,It’s my favorite. / That’s my favorite.,
