thai,phonetic,register,definition,note
หน้าตาคล้ายกัน,nâa-dtaa kláai-gan,,(They) look alike/similar.,
มีลักษณะเหมือน,...  mii lák-sà-nà mʉ̌an…,SEMI-FORMAL,(It) looks like/is similar to… (describing appearance),
รูปร่างคล้าย(หัวใจ),rûup-râang kláai (hǔa-jai) (heart)-shaped / shaped like a (heart),,,
(มัน)ใช้เพื่อ(การตกแต่ง),(man) chái pʉ̂a (gaan-dtòk-dtɛ̀ng) (,,It)’s used for (decoration).,
เมื่อเทียบกับ,...  mʉ̂a tîap gàp...,FORMAL,(When) compared to…,
หนึ่งในนั้นคือ,... nʉ̀ng nai nán kʉʉ,,One of them is/was…,
แต่โชคร้าย,... dtɛ̀ɛ chôok-ráai...,,(But) unfortunately…,
จนในที่สุด,...  jon nai-tîi-sùt...,SEMI-FORMAL,Eventually… / (Until) finally…,
เราไม่ประสบความสำเร็จ,rao mâi bprà-sòp kwaam-sǎm-rèt ,SEMI-FORMAL,We weren’t successful. / We were unsuccessful.,
(ใน)สมัยนั้น,(nai) sà-mǎi nán,,Back then / At that time / In the old days,
บนโลกใบนี้,bon lôok bai níi,,in this world / on Earth / on this planet,
ไม่ต้องพูดถึง,... mâi-dtɔ̂ng pûut-tʉ̌ng…,,not to mention… / let alone…,
ไม่ได้จำกัดเฉพาะ/แค่,... mâi-dâi jam-gàt chà-pɔ́/kɛ̂ɛ…,,(It’s) not limited to only/just…,
ครั้งหนึ่ง(ฉัน)เคย,...  kráng-nʉ̀ng (chǎn) kəəi…,FORMAL/LITERARY,Once (I)…,
ได้รับแรงบันดาลใจจากเรื่องจริง,dâi-ráp rɛɛng-ban-daan-jai jàak rʉ̂ang-jing inspired by a true story,,,
นับเป็นเกียรติ(อย่างยิ่ง),náp-bpen-gìat (yàang-yîng) ,FORMAL,It’s an honor. / It’s a great honor.,
ไปถึงไหนแล้ว,bpai-tʉ̌ng nǎi lɛ́ɛo,,How far have you gotten? / Where are you (now)? //How’s it going? (asked about one’s progress),
คงเป็นเพราะ,... kong bpen prɔ́...,,It’s probably because… / It could be because…,
ไหนๆก็มาแล้ว,nǎi-nǎi gɔ̂ɔ maa lɛ́ɛo,,Now that you’re here… / Since you’re here…,
คนเราผิดพลาดกันได้,kon-rao pìt-plâat-gan dâi ,,Everyone makes mistakes. / We all make mistakes.,
