thai,phonetic,register,definition,note
อยากมีลูกกี่คน,yàak mii lûuk gìi kon,,How many kids do you want to have?,
รู้ว่าคุณคิดอะไร,rúu wâa kun kít à-rai (,,I) know what you’re thinking.,
จำที่นี่ได้ไหม,jam tîi-nîi dâi-mǎi,,Do you remember this place?,
แล้วนี่อะไร,lɛ́ɛo nîi à-rai ,,So what is this?! / What is this?! / And what is this?!,
ไม่ต้องเป็นห่วง,mâi-dtɔ̂ng bpen-hùang,,Don’t worry about (me).,
เป็นเพราะ,... bpen-prɔ́...,,That’s because… / It’s because…,
เคยคิดบ้างไหม(... ),kəəi kít bâang mǎi (...) ,,Have you ever thought…? / Has it ever occurred to you(…)?,
ถ้า(คุณ)อยากจะบอกว่า,... tâa (kun) yàak jà bɔ̀ɔk wâa...,,If you want to say…,
เมื่อเช้านี้เอง,mʉ̂a-cháao níi eeng,,Just this morning.,
นี่ฉันเอง,nîi chǎn eeng,,"Hey, it’s me! / It’s me!",
บางทีฉันก็คิด(ว่า),... baang-tii chǎn gɔ̂ɔ kít (wâa)...,,Sometimes I think…,
ผมมีเพื่อนไม่มาก,pǒm mii pʉ̂an mâi-mâak ,,I don’t have many friends.,
เข้าไปได้ยังไง,kâo-bpai dâi yang-ngai ,,How did (he) get in?,
(จะ)ทำยังไงดี,(jà) tam yang-ngai dii ,INFORMAL,What can I do? / What should I do? / What do I do now?,
รับไปเถอะ(ค่ะ),ráp-bpai tə̀ (kà) ,,Take it. / Please accept it.,
ผมจะไปรู้ได้ยังไงอ่ะ,pǒm jà bpai rúu dâi yang-ngai à ,BIT STRONG,How would I know?! / How the hell would I know?!,
แกพูดเรื่องอะไร,gɛɛ pûut rʉ̂ang à-rai,,What are you talking about?!,
ร้องไห้อีกแล้วเหรอ,rɔ́ɔng-hâi ìik-lɛ́ɛo rə̌ə,,Are you crying again?,
ใช้เวลานานแค่ไหน,chái-wee-laa naan-kɛ̂ɛ-nǎi ,,How long does it take?,
ตัดทรงอะไรดี,dtàt song à-rai dii,,How would you like your hair cut? / What style do you want?,
