thai,phonetic,register,definition,note
ล้อเล่นนะ,lɔ́ɔ-lên ná,,(I)’m kidding. / (I)’m joking.,
ลืมทุกที,lʉʉm túk-tii,,(I) always forget. / (I) keep forgetting.,
ไม่เคยกิน (อะโวคาโด) เลย,mâi-kəəi gin (à-woo-kaa-dôo) ləəi ,,I’ve never eaten (avocado). / I’ve never had (an avocado).,
รสชาติ(มัน)เป็นอย่างไร,rót-châat (man) bpen-yàang-rai ,,What does it taste like?,
วันนี้ขายดี,wan-níi kǎai-dii,,(They’re) selling really well today!,
โอ้โห,ôo-hoo,,"Oh, no! / Oh! / Wow! / Oh, my God!",
พอที,pɔɔ-tii,INFORMAL,That’s enough!,
เขาเป็นคนติดดิน(มาก),kǎo bpen kon dtìt-din (mâak) ,,He’s (very) down-to-earth.,
(แม่)โทรมาบอกว่า,... (mɛ̂ɛ) too-maa bɔ̀ɔk wâa...,,(Mom) called and said…,
ไม่ค่อยสบาย,mâi-kɔ̂i sà-baai,,(I)’m not feeling (so) well. / I’m feeling ill.,
น่ารำคาญ,nâa-ram-kaan,,So annoying/irritating!,
ขอร้อง,kɔ̌ɔ-rɔ́ɔng,,Please! / I’m begging you!,
ดีใจที่ชอบ(นะคะ),dii-jai tîi chɔ̂ɔp (ná-ká) ,,I’m glad you like it/them.,
ยังไม่กลับอีกหรอ,yang mâi-glàp ìik rə̌ə,,Aren’t you going home (yet)? / Not going back yet?,
ฉันดูเป็นอย่างไรบ้าง,chǎn duu bpen yàang-rai bâang ,,How do I look?,
เป็นคนเงียบๆ,bpen kon ngîap-ngîap,,He’s quiet.,
เป็นคนพูดน้อย,bpen kon pûut nɔ́ɔi,,He doesn’t say too much. / He’s not talkative.,
เขามีน้ำใจ,kǎo mii-nám-jai,,He’s kind/generous.,
เธอมีเสน่ห์,təə mii-sà-nèe,,She’s charming.,
ทะลึ่ง,tá-lʉ̂ng,,You’re naughty. / You’re rude (get away from me). / How cheeky!,
