thai,phonetic,register,definition,note
ไม่มีทางอื่นแล้วหรือ,mâi-mii taang ʉ̀ʉn lɛ́ɛo rʉ̌ʉ,,Is there no other way? / Isn’t there any other way?,
ทำดีกับผู้อื่น,tam-dii-gàp pûu-ʉ̀ʉn,,Be nice/good to others.,
คุณรู้ว่าคุณกำลังทำอะไรอยู่,kun rúu-wâa kun gam-lang tam à-rai yùu ,,Do you know what you’re doing?,
(อยู่กับเพื่อน)มีความสุขที่สุดแล้ว,(yùu gàp pʉ̂an) mii-kwaam-sùk tîi-sùt lɛ́ɛo ,,I’m so happy (when I’m with my friends). / I’m the happiest (when I’m with my friends).,
ผมไม่เก่งขนาดนั้น,pǒm mâi gèng kà-nàat-nán ,,I’m not that good/skilled.,
เราควรจะทำอย่างไร(ดี),rao kuan-jà tam yàang-rai (dii),SEMI-FORMAL/LITERARY,What should I do? / What am I supposed to do?,
เราไม่อดตาย,rao mâi òt-dtaai,,We’re not gonna starve to death. / We’re not starving to death.,
มาอยู่เป็นเพื่อน,maa yùu bpen-pʉ̂an,,I’ve come to keep you company.,
ผมจะขึ้นไปข้างบน,pǒm jà kʉ̂n bpai kâang-bon ,,I’m gonna go upstairs.,
กำลังมุ่งหน้าไป(ยัง/ที่),... gam-lang mûng-nâa bpai (yang/tîi)...,,(They)’re heading for/to…,
(…)จะไม่เสียเปล่า (...),jà mâi sǐa-bplàao (,,It) won’t be wasted. / (It) won’t be a waste. / (It) won’t be in vain.,
ใครอนุญาตให้,... krai à-nú-yâat hâi...,,Who authorized you to… ? / Who gave you permission to… ?,
เขาหันมาหา(ฉัน)แล้วถามว่า,... kǎo hǎn-maa-hǎa (chǎn) lɛ́ɛo tǎam wâa...,,He turned to me and asked…,
อย่ามากล่าวหา(ว่า... ),yàa maa glàao-hǎa (wâa...) ,,Don’t accuse me (of…),
(เรา)หลงเข้าไปในป่า,(rao) lǒng kâo-bpai nai bpàa (,,We) got lost in the forest/woods.,
ผมจะให้โอกาส(คุณ)เป็นครั้งสุดท้าย,pǒm jà hâi-oo-gàat (kun) bpen kráng-sùt-táai,,I’m going to give (you) one last chance.,
โดนไล่ออก(มา),doon lâi-ɔ̀ɔk (maa) ,,He was kicked out. / He was fired.,
ฉัน(จะ)ไปเอาเอง,chǎn (jà) bpai ao eeng ,,I’ll get it (myself). / I’ll go get it (myself).,
หนูจะพยายามเข้มแข็ง,nǔu jà pá-yaa-yaam kêm-kɛ̌ng ,,I’ll try to be strong.,
บ้าไปใหญ่แล้ว,bâa bpai yài lɛ́ɛo,STRONG,That’s insane! / This is crazy! / You’re crazy!,
