thai,phonetic,register,definition,note
ตามใจนะ,dtaam-jai ná,,Up to you. / As you wish. / All right (as you wish). / Suit yourself.,
ผมจะ,wa pǒm jà kâo-nɔɔn,,I’m going to bed.,
ฉันเพิ่งตื่น(นอน),chǎn pə̂ng dtʉ̀ʉn (nɔɔn) ,,I just woke up.,
ตายแล้วหรอ,dtaai lɛ́ɛo rɔ̌ɔ,,Did (she) die? / Is (she) dead?,
ทำไมถึงตาย,tam-mai tʉ̌ng dtaai,,How/why did (she) die?,
อย่าไปยุ่ง,yàa bpai yûng,,Leave (him) alone! / Stay away from (him)! / Don’t touch (that)!,
มันเป็นของปลอม,man bpen kɔ̌ɔng-bplɔɔm,,It’s fake. / This is a fake.,
ผมจะฟ้องคุณ,pǒm jà fɔ́ɔng kun,,I’ll sue you! / I’m gonna sue you!,
ผม(จะ)ยกให้,pǒm (jà) yók-hâi ,,I’ll give it to you. / I’ll give you it. (implication: and you keep it),
เหลวไหล,lěeo-lǎi,,Ridiculous! / Nonsense!,
ไม่สะดวก,mâi sà-dùak,,"It’s inconvenient. / It’s not a good time. / It’s difficult (because one isn’t free, etc.)",
(ฉัน)ไม่ได้ทำอะไร,(chǎn) mâi-dâi tam à-rai (,,I) didn’t do anything.,
(คุณ)ไม่ได้ทำอะไรผิด,(kun) mâi-dâi tam à-rai pìt (,,You) didn’t do anything wrong.,
ตาม(ฉัน)มาทำไม,dtaam (chǎn) maa tam-mai ,,Why are you following me?!,
ว่าแล้วเชียว,wâa lɛ́ɛo chiao,,I knew it! / I thought so! / Just as I thought!, เชียว (chiao) is an intensifier used for emphasis here.
ต้องระวังตัว,dtɔ̂ng rá-wang dtua,,(You) have to be careful.,
ยังบอกอะไรไม่ได้,yang bɔ̀ɔk à-rai mâi-dâi,,(I) can’t tell yet. / (I) don’t know yet.,
มันไปอยู่ที่ไหน,man bpai yùu-tîi-nǎi,,Where did it go?!,
ไม่ได้เอาไป,mâi-dâi ao-bpai,,(I) didn’t take it/them!,
สนใจหรือเปล่า,sǒn-jai rʉ̌ʉ-bplàao,,Are you interested (or not)?,
