thai,phonetic,register,definition,note
รับรอง(ได้เลยว่า),... ráp-rɔɔng (dâi ləəi wâa)...,,I guarantee you… / I assure you…,
เป็นลูกบุญธรรม,bpen lûuk-bun-tam,,(He)’s adopted. / (He)’s an adopted child.,
ลุย(เลย),lui (ləəi) ,INFORMAL,Go for it! / Go! / Do it!,
ยังไม่รู้มันคืออะไร,yang mâi-rúu man kʉʉ à-rai (,,We) still not know what it is. / (We) don’t know what it is yet.,
มันเป็นความลับสุดยอด,man bpen kwaam-láp sùt-yɔ̂ɔt ,,It’s top secret.,
ห้ามให้ใครรู้เด็ดขาด,hâam hâi krai rúu dèt-kàat (,,Definitely) don’t let anyone know!!," เด็ดขาด (dèt-kàat) can be translated here in various ways. The core meaning is absolute(ly), definite(ly) or decisive(ly)."
ตั้งใจทำเต็มที่(แล้ว),dtâng-jai tam dtem-tîi (lɛ́ɛo) (,,I) did my best.,
เขาทำผิดอะไร,kǎo tam-pìt à-rai,,What did he do (wrong)? / What is he guilty of?,
ฉันใช้เวลาส่วนใหญ่กับ(ครอบครัว),chǎn chái-wee-laa sùan-yài gàp (krɔ̂ɔp-krua),,I spend/spent most of my time with/on (my family).,
ถูกใช้อย่างกว้างขวาง,tùuk chái yàang-gwâang-kwǎang (,,It)’s widely used. / (It)’s used extensively.,
ถ้าถามก็บอกว่า,... tâa tǎam gɔ̂ɔ bɔ̀ɔk wâa...,,"If (she) asks, then tell (her)…",
(…)ถ้าไม่อยากเดือดร้อน(... ) (…),tâa mâi yàak dʉ̀at-rɔ́ɔn (...) (…)if you don,,’t want trouble(…),
…และ/แล้วในที่สุดก็แต่งงานกัน,...lɛ́/lɛ́ɛo nai-tîi-sùt gɔ̂ɔ dtɛ̀ng-ngaan gan,,…and (they) finally got married. / …and at last (they) wed.,
ในสมัยโบราณ,...  nai sà-mǎi-boo-raan...,FORMAL/LITERARY,In ancient times… / In olden times…,
เขาถูกวางยาพิษ,kǎo tùuk waang-yaa-pít ,,He was poisoned.,
เอาไว้ก่อน,ao wái gɔ̀ɔn,,Later. (I’ll do it later) / Not yet. (Leave it for later) / Let’s do it later.,
มันเป็นหนึ่งใน... ที่ใหญ่ที่สุดในโลก,man bpen nʉ̀ng nai... tîi yài tîi-sùt nai-lôok,,It’s one of the largest… in the world.,
เธอไม่มีทางสู้,təə mâi-mii-taang sûu,,She can’t fight back. / She’s defenseless. / She can’t defend herself.,
ต้องมีอะไรสักอย่าง,dtɔ̂ng mii à-rai sàk-yàang ,,Something must be going on. / There’s got to be something.,
บอกใบ้ให้หน่อย,bɔ̀ɔk-bâi hâi nɔ̀i,,Give me a hint/clue.,
