thai,phonetic,register,definition,note
มันอธิบายยาก,man à-tí-baai yâak,,It’s difficult to explain. / It’s hard to explain.,
พระเจ้า,prá-jâo,,God! / Oh my God!,
คิดว่านะ,kít-wâa ná,,"I think (so). / I guess (so). (I think I understand, etc.)",
เมืองที่ใหญ่ที่สุดคือ(กรุงมาดริด),mʉ̂ang tîi yài-tîi-sùt kʉʉ (grung-maa-drìt) ,,The largest city is (Madrid).,
เล็กกว่าประเทศไทย,lék-gwàa bprà-têet-tai (,,It)’s smaller than Thailand.,
ภาษาราชการคือภาษา(สเปน),paa-sǎa râat-chá-gaan kʉʉ paa-sǎa (sà-bpeen) ,,The official language is (Spanish).,
ฉันจะนั่งรออยู่ตรงนี้,chǎn jà nâng rɔɔ yùu-dtrong-nìi ,,I’ll sit (right) here and wait for you. / I’ll be sitting here waiting for you.,
ช่วยบอกผมหน่อย(ว่า),... chûai bɔ̀ɔk pǒm nɔ̀i (wâa)...,,Please tell me...,
หลับไม่สนิท,làp mâi-sà-nìt,,(I) didn’t sleep well. / (I) don’t sleep soundly.,
ผมอยากรู้เกี่ยวกับ,(,,MacBook Air) pǒm yàak rúu gìao-gàp (MacBook Air) I’d like to know about (the MacBook Air). / I wanna know about (the MacBook Air).,
ผมให้โอกาสคุณ(... ),pǒm hâi-oo-gàat kun (...) ,,I gave you a/the chance (…),
คิดว่าอะไรคือ,... kít-wâa à-rai kʉʉ…,,What do you think is… ?,
จริงอ่ะ,jing à,INFORMAL,Really?,
มีหลายความหมาย,mii lǎai kwaam-mǎai,,(It) has a lot of (different) meanings. / (It) has various meanings.,
อะไรว่ะ,à-rai wâ,STRONG,What!? / What the hell?! / Damn it!,
กลัว(จะ)อ้วน,glua (jà) ûan (,,I)’m afraid I’ll gain weight. / (I)’m worried about getting fat.,
คุณไม่เชื่อผมใช่มั้ย,kun mâi-chʉ̂a pǒm châi-mái ,,"You don’t believe me, do you?",
ไม่ต้องรีบ(ร้อน),mâi-dtɔ̂ng rîip (rɔ́ɔn) ,,No need to rush. / There’s no hurry. / No rush.,
ผมไม่กลัวตาย,pǒm mâi glua dtaai,,I’m not afraid to die.,
ทำไมไม่บอกฉัน,tam-mai mâi bɔ̀ɔk chǎn,,Why didn’t you tell me?,
