thai,phonetic,register,definition,note
เป็นความคิดที่ดี,bpen kwaam-kít tîi dii ,,That’s a good idea.,
เป็นความคิดที่ดีมาก,bpen kwaam-kít tîi dii mâak ,,That’s a great idea.,
รหัสไม่ถูกต้อง,rá-hàt mâi-tùuk-dtɔ̂ng,,Wrong password. / Incorrect code. / Invalid code.,
ไม่รู้สิ,mâi-rúu sì,INFORMAL,I dunno.,
ขอดูได้ไหม,kɔ̌ɔ duu dâi-mǎi,,Can I have a look? / May I see (it)?,
ว่าไงนะ,wâa-ngai ná,INFORMAL,What? / Say again.,
โทรหาด้วยนะ,too-hǎa dûai ná,,Give me a call. / Call me. / Give me a ring.,
รอตั้งนานแล้ว,rɔɔ dtâng naan lɛ́ɛo,,(I)’ve been waiting for a long time/for ages.,
ไม่อยากได้อะไร,mâi yàak dâi à-rai (,,I) don’t want/need anything.,
อย่าบังคับฉัน,yàa bang-káp chǎn,,Don’t force me.,
นึกไม่ออกเลยว่า,... nʉ́k-mâi-ɔ̀ɔk ləəi wâa...,,(I) can’t imagine… / (I) can’t picture…,
จำอะไรไม่ได้,jam à-rai mâi-dâi,,(I) can’t remember a thing. / (I) don’t remember anything.,
แบตหมด,bɛ̀t mòt,,My battery’s dead. / The battery died.,
ไม่เคยบอกใคร,mâi-kəəi bɔ̀ɔk krai,,(I) haven’t told anyone.,
อย่าบอกใคร,yàa bɔ̀ɔk krai,,Don’t tell anyone.,
อย่าบอกเรื่องนี้กับใคร(ครับ/ค่ะ),yàa bɔ̀ɔk krai rʉ̂ang níi gàp krai (kráp/kà) ,,Don’t tell anyone about this.,
แน่ใจ(สิ)ครับ/ค่ะ,nɛ̂ɛ-jai (sì) kráp/kà ,,I’m sure. / Sure.,
อย่าเสียเวลา(ไปเลย),yàa sǐa-wee-laa (bpai ləəi) ,,Don’t waste your time. / Let’s not waste time.,
เดี๋ยวรู้เอง,dǐao rúu eeng,,You’ll (soon) find out. / You’ll know soon enough.,
ดูแลสุขภาพด้วย(นะ),duu-lɛɛ sùk-kà-pâap dûai (ná) ,,Take care of yourself. / Stay healthy.,
