thai,phonetic,register,definition,note
ทำดีมาก,tam dii-mâak,,Nice work! / Good job!,
คุณต้องทำได้,kun dtɔ̂ng tam dâi,,You can do it!,
ฉันถามว่าทำไม,chǎn tǎam wâa tam-mai,,I asked (you) why. / I’m asking (you) why.,
สิ่งที่ฉันไม่ชอบที่สุด(…),sìng tîi chǎn mâi-chɔ̂ɔp tîi-sùt (...) ,,The thing I dislike/hate the most(…),
รู้สึกเหมือนว่า,... rúu-sʉ̀k mʉ̌an wâa...,,I feel like… / I have a feeling that…,
ฉันตื่นแต่เช้า,chǎn dtʉ̀ʉn dtɛ̀ɛ-cháao ,,I woke up early. / I got up early.,
หายใจไม่ออก,hǎai-jai-mâi-ɔ̀ɔk ,,I can’t breathe! / I’m suffocating!,
มันจะรู้สึกยังไง,man jà rúu-sʉ̀k yang-ngai ,,What does it feel like?,
คุณอยากจะบอกอะไร(กับ)ผม,kun yàak jà bɔ̀ɔk à-rai (gàp) pǒm ,,What do you want to tell me?,
บอกผมได้นะ,bɔ̀ɔk pǒm dâi ná,,You can tell me.,
ดูดีออก,duu-dii ɔ̀ɔk,,(It) looks good.,
ทอดจนเหลืองกรอบ,tɔ̂ɔt jon lʉ̌ang grɔ̀ɔp ,,Deep fry until golden and crispy.,
ผัดให้เข้ากัน,pàt hâi-kâo-gan,,(Stir-)fry them together.,
รับมือไม่ไหว,ráp-mʉʉ mâi-wǎi,,(I) can’t handle it. / (I) can’t deal with this.,
เรากลับกันดีกว่า,rao glàp gan dii-gwàa ,,We should get going. / We’d better get back.,
จะให้เท่าไหร่,jà hâi tâo-rài,,How much will you pay? / How much will you pay me?,
ไม่คิดว่าคุณจะมา(นะ),mâi kít wâa kun jà maa (ná) ,,I didn’t think you’d come.,
ทำทำไม,tam tam-mai,INFORMAL,Why did you do it?,
ตอนนี้ผมเข้าใจแล้ว,dtɔɔn-níi pǒm kâo-jai lɛ́ɛo ,,Now I understand. / Now I get it.,
คุณรู้จักฉันดี,kun rúu-jàk chǎn dii,,You know me well.,
