thai,phonetic,register,definition,note
อย่าร้องไห้,yàa rɔ́ɔng-hâi,,Don’t cry.,
ยังไม่มี,yang mâi-mii ,,Not yet. / I don’t have one yet. / I don’t have any yet.,
ไม่ต้องรอ(ฉัน),mâi-dtɔ̂ng rɔɔ (chǎn) ,,You don’t need to wait (for me). / No need to wait up (for me).,
นี่มัน(ห้อง)ผม,nîi man (hɔ̂ng) pǒm ,STRONG,This is MY (room)!,
อยากกินอีก,yàak gin ìik,,I wanna have that again. / I want to eat it again.,
จะเอาเท่าไร,jà ao tâo-rai,,How much do you want?,
ไม่มีเวลา(แล้ว),mâi-mii wee-laa (lɛ́ɛo) (,,We) have no more time. / There’s no more time.,
วาง(ลง),waang (long),,Put it down. / Lay it down.,
ลืมซื้อมา,lʉʉm sʉ́ʉ maa,,(I) forgot to buy it.,
อย่าลืมซื้อ,... yàa lʉʉm sʉ́ʉ…,,Don’t forget to buy…,
ครับ(พ่อ) / ค่ะ(พ่อ),kráp (pɔ̂ɔ) / kà (pɔ̂ɔ) ,,"Yes, (Dad). (acknowledging, agreeing, etc.)",
ยังไม่รู้,yang mâi-rúu,,I don’t know yet. / I still don’t know.,
แค่ครั้งเดียว,kɛ̂ɛ kráng-diao,,Only once. / Only one time.,
หลับหรือยัง,làp rʉ̌ʉ yang ,,Are you asleep (yet)?,
ได้นอนแค่ (3) ชั่วโมง,dâi nɔɔn kɛ̂ɛ (sǎam) chûa-moong ,,I only slept (3) hours. / I only got (3) hours of sleep.,
ฉันคุยกับแม่แล้ว,chǎn kui gàp (mɛ̂ɛ) lɛ́ɛo ,,I spoke with (mom) already. / I already spoke with (my mother).,
ไม่รู้เมื่อไร,mâi-rúu mʉ̂a-rai,,(I) don’t know when.,
ตรงไป(ข้างหน้า),dtrong-bpai (kâang-nâa) ,,Go straight (ahead).,
รถผมเสีย,rót pǒm sǐa,,My car broke down.,
เขานิสัยดี,kǎo ní-sǎi-dii,,He’s nice. / He’s a nice guy. / He’s polite and well-mannered.,
