thai,phonetic,register,definition,note
เธออาจจะติดคุก,təə àat-jà dtìt-kúk,,You could go to jail.,
ไม่อยากติดคุก,mâi-yàak dtìt-kúk,,I don’t wanna go to jail.,
(คุณ)ดูเปลี่ยนไป,(kun) duu bplìan-bpai ,,You look different. / You seem different.,
เขาช่วยชีวิตผม,kǎo chûai-chii-wít pǒm,,He saved my life. / He rescued me.,
เคยทำมาแล้ว,kəəi tam maa lɛ́ɛo,,I’ve done that (before).,
ไม่ค่อยได้นอน,mâi-kɔ̂i dâi-nɔɔn,,I don’t get much sleep. / I didn’t sleep much. / I haven’t slept much.,
บอกมาเลยว่า,...  bɔ̀ɔk maa ləəi wâa...,BIT STRONG,(Just) tell me...,
ถ้าเลือกได้,... tâa lʉ̂ak dâi...,,If I could choose… / If I had a choice… / If given a choice…,
หยุดคิดเรื่อง... ไม่ได้,yùt kít rʉ̂ang... mâi-dâii (,,I) can’t stop thinking about…,
เข้ามาได้ยังไง,kâo-maa dâi yang-ngai,,How did you get in here?!,
ตั้งใจฟังให้ดี,dtâng-jai fang hâi-dii ,,Listen carefully! / Listen to me carefully!,
ถามไปแล้ว,tǎam bpai lɛ́ɛo,,(I) asked already.,
เก็บเป็นความลับ,gèp bpen kwaam-láp,,Keep it (a) secret.,
มีเรื่องสำคัญจะบอก,mii rʉ̂ang sǎm-kan jà bɔ̀ɔk (,,I) have something important to tell you.,
…ดีพอสำหรับฉัน,…dii pɔɔ sǎm-ràp chǎn,,…is good enough for me.,
มีแฟนหรือยัง,mii fɛɛn rʉ̌ʉ yang,,Do you have a boy/girlfriend?,
ยังไม่นอนอีกเหรอ,yang mâi nɔɔn ìik rə̌ə,,Are you still awake? / You’re still up? / You’re not sleeping yet?,
ไม่มีใครรักฉัน,mâi-mii-krai rák chǎn,,No one loves me! / Nobody loves me!,
ดูไม่ดีเลย,duu mâi-dii ləəi,,(You) don’t look so good. / (You) don’t look well. / (It) doesn’t look (so) good.,
ไม่มีอะไรพิเศษ,mâi-mii-à-rai pí-sèet,,Nothing special. / I didn’t do anything special.,
