thai,phonetic,register,definition,note
เลิกเซ้าซี้,lə̂ək sáo-síi,,Stop pestering (me)! / Stop nagging (me)!,
มีเรื่องให้ช่วยหน่อย,mii rʉ̂ang hâi chûai nɔ̀i ,,I need your help with something. / I have something I need you to help me with.,
(ฉันก็)จำชื่อไม่ได้แล้วเหมือนกัน,(chǎn gɔ̂ɔ) jam chʉ̂ʉ mâi-dâi lɛ́ɛo mʉ̌an-gan ,,I can’t remember the/her name either.,
ฟื้นขึ้นมาแล้ว,fʉ́ʉn-kʉ̂n maa lɛ́ɛo,,He’s conscious now. / He’s awake now. OR He’s been resurrected.,
(หน้า)บวมช้ำ,(nâa) buam-chám,,(Her face) is swollen and bruised.,
เขาจิตใจดี,kǎo jìt-jai dii,,He has a good heart. / He’s a very nice person.,
ต้องได้รับโทษ,dtɔ̂ng dâi-ráp tôot,,(He) must be punished/brought to justice.,
วันนี้พอแค่นี้ก่อน,wan-níi pɔɔ kɛ̂ɛ-nîi gɔ̀ɔn ,,That’s enough for today. / That’s all for today. / Let’s call it a day.,
จำแทบไม่ได้,jam tɛ̂ɛp mâi-dâi,,(I) can barely recognize (him). / (I) nearly didn’t recognize (you).,
…โดย(ที่)ไม่มีใครเห็น,...dooi (tîi) mâi-mii-krai hěn,,…without anyone seeing (me). / …unnoticed.,
…ถูกเก็บ(ไว้)ใน(ตู้เซฟ),...tùuk gèp (wái) nai (dtûu-séep) ,,They’re kept in (a safe). / We keep it in (a safe).,
(ฉัน)ไม่น่า(... )เลย,(chǎn) mâi-nâa (...) ləəi (,,I) shouldn’t have(…),
เขาไม่ชอบหน้าผม,kǎo mâi chɔ̂ɔp nâa pǒm ,,He doesn’t like me.,
งานต้องมาก่อน,ngaan dtɔ̂ng maa gɔ̀ɔn,,Work has to come first. / Work has to take precedent.,
ช่วยได้ทัน,chûai dâi tan,,Saved in the nick of time. / Helped him in time.,
หนีไม่รอดหรอก,nǐi mâi rɔ̂ɔt rɔ̀ɔk,,(He) can’t escape! / (He) won’t get away!,
ไขกุญแจเข้าไปในห้อง,kǎi-gun-jɛɛ kâo-bpai nai hɔ̂ng (,,He) unlocked the door and went into the room. / (He) opened the door and walked in the room.,
ผมพกติดตัวตลอด(เวลา),pǒm pók dtìt-dtua dtà-lɔ̀ɔt (wee-laa),,"I always carry it with me. / I take it wherever I go. / I have it on me at all times./(a phone, umbrella, etc.)",
เขาเป็นคนเก่ง,kǎo bpen kon-gèng,,He’s really good. / He’s great. / He’s very good at what he does.,
(ไอ้)ปัญญาอ่อน,(âi) bpan-yaa-ɔ̀ɔn ,VERY STRONG,Retard! / Idiot! / Moron!, Be very careful with this word. It also has a neutral meaning of being mental y handicapped or having Down’s syndrome.
