thai,phonetic,register,definition,note
ฝากความคิดถึงด้วยนะคะ,fàak kwaam-kít-tʉ̌ng dûai ná-ká ,FORMAL,Send (her) my regards. / Please send (her) my regards.,
เข็ดแล้ว,kèt lɛ́ɛo,,I’ve learned my lesson! (afraid to make the same mistake again),
ไม่เชื่อก็เรื่องของมึง,mâi-chʉ̂a gɔ̂ɔ rʉ̂ang kɔ̌ɔng mʉng ,STRONG/ANGRY,"If you don’t believe me, up to you! / Well, that’s your business if you don’t believe me!",
เขาเป็นผู้สมรู้ร่วมคิด,kǎo bpen pûu-sǒm-rúu-rûam-kít ,,He was an accomplice. / He was in on it (too). / He was an accessory.,
เวรกรรมมีจริง,ween-gam mii-jing,,Karma is real. / What goes around comes around.,
เรื่องจริงเป็นไง,rʉ̂ang-jing bpen-ngai ,INFORMAL,What’s the truth? / What really happened?,
อะไรจะเกิดมันต้องเกิด,à-rai jà gə̀ət man dtɔ̂ng gə̀ət ,,"Whatever happens, happens. / Whatever will be will be.",
รอจังหวะดี(ๆ),rɔɔ jang-wà dii-(dii) ,,Wait for the right moment. / Wait until the timing’s right. / Wait for a good chance.,
ไม่น่าเป็นไปได้,mâi-nâa bpen-bpai-dâi,,That’s not possible. / How could that be? / That’s unlikely.,
หลง(รัก)หัวปักหัวปำ,lǒng (rák) hǔa-bpàk hǔa-bpam (,,Fall) head over heels in love.,
ราคาเป็นกันเอง,raa-kaa bpen-gan-eeng,,The prices are reasonable. (not expensive), เป็นกันเอง (bpen-gan-eeng) means friendly or amicable.
(ฝาก)ดูแลเขาแทนฉัน(ด้วย),(fàak) duu-lɛ̀ɛ kǎo tɛɛn chǎn (dûai) ,,Take care of her for me. / Look after him for me.,
มันคงเป็นไปได้ยาก,man kong bpen-bpai-dâi yâak ,,It will/would be very difficult.,
จู่ๆก็โผล่มา,jùu-jùu gɔ̂ɔ plòo-maa,,(She) suddenly shows/showed up.," จู่ๆ (jùu-jùu) is technically pronounced with a long vowel, but in reality it’s often cut to a short vowel."
จะให้บอก(เขา)ว่ายังไง(ดี),jà hâi bɔ̀ɔk kǎo wâa yang-ngai(dii) ,,What do you want me to tell him/her?,
จะจำเอาไว้,jà jam ao-wái,,(I)’ll keep that in mind. / I’ll remember (what you told me).,
ไม่มีเหตุผลอื่น,mâi-mii hèet-pǒn ʉ̀ʉn,,There’s no other reason.,
เงิน(ทอง)มันหายาก,ngən(tɔɔng) man hǎa-yâak ,,Money doesn’t grow on trees. / It’s hard to make money.,
ไม่ได้หวังอะไรมาก,mâi-dâi wǎng à-rai mâak (,,I) don’t expect a lot. / (I)’m not hoping for a lot.,
แค่นี้จริงๆ หรือ,kɛ̂ɛ-níi jing-jing rʉ̌ʉ,,Is that really all it is? / Is that really all there is?,
