thai,phonetic,register,definition,note
ไม่ทันตั้งตัว,mâi-tan dtâng-dtua,,(I) was caught off guard.,
คงต้องคุยกัน(เรื่อง... ),kong dtɔ̂ng kui gan (rʉ̂ang…) (,,We) need to talk about it. / (We) need to talk about…,
มันถูกนำไปใช้กับ(โควิด,-19)  man tùuk nam-bpai chái gàp (koo-wít sìp-gâao),FORMAL,It can be used with (Covid-19). / It can be applied for use with (Covid-19).,
(เขาเป็นแบบนี้)ประจำเลย,(kǎo bpen bɛ̀ɛp-níi) bprà-jam ləəi (,,He’s) always (like this)., This means habitually or regularly.
อยู่กับปัจจุบัน,yùu-gàp bpàt-jù-ban live in the present / live in the moment / stay in the present,LITERARY,,
ต้องจากโลกนี้ไป,dtɔ̂ng jàak lôok níi bpai (,LITERARY,We all) have to leave this world. / (We all) have to die (someday).,
…เป็นที่รู้จักกันดี(... ),…bpen tîi-rúu-jàk gan dii(…),SEMI-FORMAL,… is well known (for/as)(…) / … is famous (for)(…),
…ในเวลาต่อมา,...nai wee-laa dtɔ̀ɔ-maa,FORMAL,…subsequently / …later (on),
(เขา)มีส่วนเกี่ยวข้อง(... ),(kǎo) mii sùan-gìao-kɔ̂ng(...) (,SEMI-FORMAL,He) is involved(…) / (He) was involved in (…),
ไม่มีส่วนเกี่ยวข้อง,mâi-mii sùan-gìao-kɔ̂ng (,SEMI-FORMAL,I) had nothing to do with it. / (I) wasn’t involved.,
หลบไป,lòp bpai,RUDE,Get out of my way! / Move it! / Clear out!,
ตอนที่เกิดเหตุ,... dtɔɔn-tiî gə̀ət-hèet...,,When it happened… / When the incident occurred… / When the accident happened…,
อย่ามาทำเป็นเล่นตัว,yàa maa tam-bpen lên-dtua ,,Don’t play hard to get!,
ถ้าทุกอย่างเป็นไปตามแผน,tâa túk-yàang bpen-bpai dtaam-pɛ̌ɛn ,,If everything goes as planned…,
ยิ่งคุณทำแบบนี้(ฉันก็)ยิ่ง(เกลียดคุณ),yîng kun tam bɛ̀ɛp-níi (chǎn gɔ̂ɔ) yîng (glìat kun),,"The more you do that, the more (I hate you.).",
…ขึ้นอยู่กับโชคชะตา,…kʉ̂n-yùu-gàp chôok-chá-dtaa (,,It)’s up to fate. / (It)’s predestined.,
ในบางกรณี,...  nai baang gɔɔ-rá-nii…,SEMI-FORMAL/LITERARY,In some cases…,
นังแพศยา,nang pɛ̂ɛt-sà-yǎa ,VERY VULGAR,You whore! / You (fuxxin’) bitch!,
อย่าหักโหม,yàa hàk-hǒom,,Don’t overwork (yourself). / Don’t overdo it. / Don’t work too hard.,
รู้อย่างนี้แล้ว,... rúu yàang-níi lɛ́ɛo,,Now that you know (this)… / Knowing this…,
