thai,phonetic,register,definition,note
ยิงปืนนัดเดียวได้นกสองตัว,ying bpʉʉn nát diao dâi nók sɔ̌ɔng dtua ,IDIOM,Kill two birds with one stone.,
เขาโดนใส่ความ,kǎo doon sài-kwaam,,He was framed. / He was set up. / He was falsely blamed.,
ยังเด็กเกินกว่าที่จะเข้าใจ,yang dèk gəən-gwàa tîi-jà kâo-jai (,,She) was (still) too young to understand.,
เรา(มัน)คนละระดับกัน,rao (man),,kon-lá rá-dàp gan We’re not in the same class. / We’re of a different class/level./(of social standing or wealth),
(มี)นามว่า(การะเกด),(mii) naam wâa (gaa-rá-gèet) ,LITERARY,She was named “‘Karaket’. / Her name is ‘Karaket’.,
กำลังตกอยู่ในอันตราย,gam-lang dtòk-yùu-nai-an-dtà-raai (,SEMI-LITERARY,He)’s in danger. / (He)’s fallen into trouble.,
ฉันทำได้ทุกอย่างเพื่อ(ลูก),chǎn tam dâi túk-yàang pʉ̂a (lûuk) ,,I’d do anything for (my kids).,
ไม่หลาบจำ,mâi làap-jam (,SEMI-LITERARY,He) hasn’t learned his lesson. / (He)’s incorrigible.,
เท่าที่ฟังมา,... tâo-tîi fang maa...,,From what I hear… / From what I’ve heard… / As far as I’ve heard…,
เขาได้รับผลกระทบจาก,...  kǎo dâi-ráp pǒn-grà-tóp jàak...,FORMAL,He was affected by… / He was hit by…,
มันทำให้ฉันได้รู้ว่า,... man tam-hâi chǎn dâi-rúu wâa...,,It made me realize...,
เป็นบุญของผมที่,...  bpen-bun kɔ̌ɔng pǒm tîi...,LITERARY,I’m fortunate to… / I’m lucky that… / I’m blessed to…,
ฉันรอ(คอย)วันนี้มานาน,chǎn rɔɔ (kɔɔi) wan-níi maa naan ,,I’ve been waiting for this day for a long time. / I’ve waited for this day for ages.,
อาจพิการตลอดชีวิต,àat pí-gaan dtà-lɔ̀ɔt-chii-wít (,,He) might be crippled/handicapped for the rest of (his) life.,
(มัน)เป็นเรื่องที่น่าเสียดายมาก,(man) bpen rʉ̂ang tîi nâa-sǐa-daai mâak ,,It’s really a pity. / It’s really unfortunate.,
รถเสียหลัก,rót sǐa-làk,,The car lost control.,
ลืมไม่ลงเลย,lʉʉm mâi-long ləəi ,SEMI-LITERARY,I can’t forget. / It’s unforgettable.,
มอบตัวเถอะ,mɔ̂ɔp-dtua tə̀,,Turn yourself in! / Surrender!,
(หล่อ)เหมือน(พ่อ)ไม่มีผิด,(lɔ̀ɔ) mʉ̌an (pɔ̂ɔ) mâi-mii-pìt (,,Handsome) just like (his father)!,
ไปดีมาดี,bpai dii maa dii,,Bon voyage. / Have a safe trip.,
