thai,phonetic,register,definition,note
คิดไม่ผิดจริงๆ,kít mâi pìt jing-jing,,(I) was right! (my thinking about this). / I wasn’t wrong!,
ทำใจไม่ได้,tam-jai mâi-dâi,,I can’t accept it. / She couldn’t put up with it. / I can’t stand it. / He can’t get over her.,
เอาไปทิ้ง,ao-bpai tíng ,STRONG/INFORMAL,Throw it away. / Take it and throw it away. / Dump it.,
ไปลงนรก(ซะ),bpai long ná-rók (sá) ,STRONG/VULGAR,Go to hell! / To hell with you!,
มัน(ก็)ไม่สำคัญแล้ว,man (gɔ̂ɔ) mâi sǎm-kan lɛ́ɛo ,,It doesn’t matter anymore. / It’s not important anymore.,
ไม่มีใครสู้ได้,mâi-mii-krai sûu dâi,,He’s unbeatable! / No one can beat her!,
มันจะไม่เกี่ยวได้ยังไง,man jà mâi gìao dâi yang-ngai ,,How could it not be connected/related?,
ไหนคุณบอกว่า(จะช่วยฉัน),nǎi kun bɔ̀ɔk wâa (jà chûai chǎn) ,,I thought you said you (were going to help me)!, ไหน (nǎi) is used to counter or remind someone who does or says something contradictory to what s/he formerly said s/he would do.
ออกเวรแล้ว,ɔ̀ɔk ween lɛ́ɛo,,(He) finished his shift. / (He)’s off (duty).,
อย่าชักช้า,yàa chák-cháa,,Don’t be so slow! / Hurry up! / Don’t be late (hurry up)! / Don’t dilly dally!,
งามเหลือเกิน,ngaam lʉ̌a-gəən ,LITERARY,It’s so beautiful! / She’s stunning!,
(มัน)ไม่เป็นความจริง,(man) mâi bpen kwaam-jing ,FORMAL/LITERARY,It’s not true. / That’s not true.,
ขอเพิ่มอีก(ชาม)(ครับ),kɔ̌ɔ pə̂əm ìik (chaam)(kráp) ,POLITE,"May I have another (bowl)? / Can I have some more, please?",
ถ้า(ผม)ทำอย่างนั้น,... tâa (pǒm) tam yàang-nán...,,If (I) do that…,
ไม่ต้องมาขู่,mâi-dtɔ̂ng maa kùu ,STRONG,Don’t threaten (me)!,
(ตอนแรกผมไม่เชื่อ)แต่ตอนนี้เชื่อแล้ว,(dtɔɔn-rɛ̂ɛk pǒm mâi-chʉ̂a) dtɛ̀ɛ dtɔɔn-níi chʉ̂a lɛ́ɛo,,(At first I didn’t believe it) but now I believe it.,
ฉันมีอะไรต้องทำอีกเยอะ,chǎn mii à-rai dtɔ̂ng tam ìik yə́,,I have a lot left to do. / I have a lot of things to do.,
สำนึกแล้ว,sǎm-nʉ́k lɛ́ɛo,,(I) regret what I did. / (I) realize what I did was wrong.,
เมีย(ผม)มีชู้,mia (pǒm) mii-chúu ,,My wife is having an affair/has a secret lover/is being unfaithful.,
อย่าหลงเชื่อ,yàa long-chʉ̂a,,Don’t fall for it! / Don’t believe him (he’s lying). / Don’t be fooled!,
