thai,phonetic,register,definition,note
เราไม่ได้เจอกันกี่(ปี)แล้ว,rao mâi-dâi jəə gan gìi (bpii) lɛ́ɛo ,,How many (years) has it been since we’ve seen each other?,
เราคบกันมาห้าปีแล้ว,rao kóp-gan maa (hâa) bpii lɛ́ɛo ,,We’ve been dating/seeing each other for (5 years).,
รายได้ดีไหมคะ,raai-dâai dii mǎi ká,,Is the income/pay good?,
(ขาย)ให้เท่าไหร่,(kǎai) hâi tâo-rài ,INFORMAL,How much do you want for it? (shopping on the street),
เหล้าไม่กิน บุหรี่ไม่สูบ,lâo mâi gin bù-rìi mâi sùup (,,He) doesn’t drink or smoke.," เหล้า (lâo) and บุหรี่ (bù-rìi) are moved to the front for emphasis here.

This is also commonly said as ไม่กินเหล้า ไม่สูบบุหรี่ (mâi gin lâo mâi gin bù-rìi)."
เคยไปแค่ครั้งเดียว,kəəi bpai kɛ̂ɛ kráng-diao ,,I’ve only been once (before).,
ทำไมถึงอยากอยู่(เมืองไทย),tam-mai tʉ̌ng yàak yùu (mʉang-tai) ,,Why do/did you want to live in (Thailand)?,
ทำเองกับมือ,tam-eeng gàp mʉʉ,,I made it myself. / I made it with my own two hands. / It’s homemade.,
ผมเชื่อว่าอย่างนั้น,pǒm chʉ̂a wâa yàang-nán ,,I believe so. / I believe that(’s the case).,
จะให้ไปส่งไหม,jà hâi bpai sòng mǎi ,,Do you want me to take you home/give you a lift/drop you off/see you off?,
เล่าให้ฟังหน่อยได้ไหม(คะ),lâo-hâi-fang nɔ̀i dâi-mǎi (ká) ,,Can you tell me (about it)?,
ไม่คิดว่าจะเจอพี่,mâi kít wâa jà jəə pîi ,,I didn’t expect to see you. / I didn’t think I would meet you (here).,
จะโมโหทำไม,jà moo-hǒo tam-mai,,Why are you so mad? / Why did you get so pissed off?,
เรามาถูกทางหรือเปล่า,rao maa tùuk taang rʉ̌ʉ-bplàao ,,"Are we going the right way? (possibly lost, driving, etc.)",
ผมว่าเรากลับดีกว่า,pǒm wâa rao glàp dii-gwàa ,,I think we should go back/return.,
มันน่าจะอยู่แถว(ๆ)นี้,man nâa-jà yùu tɛ̌ɛo(tɛ̌ɛo) níi ,,It should be around/near here.,
ต้องเสียค่าธรรมเนียม,dtɔ̂ng sǐa kâa-tam-niam ,,"You have to pay a fee/charge. (for a credit card, etc.)",
มันเป็นชะตากรรมของฉัน,man bpen chá-dtaa-gam kɔ̌ɔng chǎn ,,It’s my fate/destiny.,
ฉันจะไม่ไปไหนทั้งนั้น,chǎn jà mâi bpai nǎi táng-nán ,EMPHASIS,I’m not going anywhere!,
ผมเพิ่งรู้,pǒm pə̂ng rúu,,I just (now) found out. / That’s news to me!,
