thai,phonetic,register,definition,note
ฉันไม่มีปัญญา(ซื้อ,iphone) chǎn mâi-mii-bpan-yaa (sʉ́ʉ ai-foon) ,,I can’t afford (an iphone). / (Buying an iphone) is beyond my means.,
ไม่เคยเลยแม้แต่ครั้งเดียว,mâi-kəəi ləəi mɛ́ɛ-dtɛ̀ɛ kráng-diao ,,Never. Not even once. / Never. Not even one time.,
(มัน)(จะ)คุ้มกับการรอ(คอย),(man) (jà) kúm-gàp gaan-rɔɔ (kɔɔi) ,,It’s worth waiting for.,
อาจไม่เหมาะกับผม,àat mâi-mɔ̀-gàp pǒm,,Maybe it’s not for me. / It might not be suitable for me.,
ไม่มีทางเป็นไปได้,mâi-mii-taang bpen-bpai-dâi ,,There’s no way to make it happen. / It’s impossible. / It’s never gonna happen.,
ขอโทษสำหรับทุกสิ่งทุกอย่าง,kɔ̌ɔ-tôot sǎm-ràp túk-sìng-túk-yàang,SEMI-LITERARY/FORMAL,I’m sorry for everything. / I apologize for everything (that has happened).,
เตือนแล้วเตือนอีก,dtʉan lɛ́ɛo dtʉan ìik ,,He warned me repeatedly. / She warned him over and over again.,
ทำตัวเป็นผู้ใหญ่หน่อย(สิ),tam-dtua bpen pûu-yài nɔ̀i (sì) ,,Act like an adult. / Act your age.,
กินให้เต็มที่,gin hâi dtem-tîi,,Eat your fill! / Chow down!,
แต่ที่แน่ๆ,... dtɛ̀ɛ tîi nɛ̂ɛ-nɛ̂ɛ...,,But one thing’s for sure…,
รู้ดีแก่ใจว่า,...  rúu-dii gɛ̀ɛ-jai wâa...,SEMI-LITERARY,(You) know very well that… / (You) know deep in your heart…,
ไม่ว่าใครจะว่ายังไง(ก็ตาม),... mâi-wâa krai jà wâa yang-ngai (gɔ̂ɔ-dtaam)...,,No matter what anyone says… / Regardless of what anyone says…,
ผมไม่ได้เกิดมาเพื่อ,... pǒm mâi-dâi gə̀ət maa pʉ̂a...,,I wasn’t born to… / I wasn’t destined to…,
ไม่คิดดอกเบี้ย,mâi kít dɔ̀ɔk-bîa,,Don’t charge interest. / Interest free.,
อยากอยู่อย่างสงบ,yàak yùu yàang-sà-ngòp (,,I) want to live in peace/peacefully.,
อาจจะยากในช่วงแรก/ช่วงเริ่มต้น,àat-jà yâak nai chûang-rɛ̂ɛk/chûang-rə̂əm-dtôn,,"It might be hard at first. / In the beginning, it might be difficult.",
พูดแล้วหิวเลย(เนี่ย),pûut lɛ́ɛo hǐu ləəi (nîa) ,,Just mention it and I’m hungry already! / That makes me hungry! (you talking about such and such food),
ยังไม่รู้ว่าจะเกิดอะไรขึ้น,yang mâi-rúu wâa jà gə̀ət à-rai kʉ̂n (,,We) don’t know (yet) what’s going to happen. / There is no telling what will happen.,
เป็น(แค่)ผู้หญิงธรรมดาคนหนึ่ง,bpen (kɛ̂ɛ) pûu-yǐng tam-má-daa kon nʉ̀ng ,,I’m (just) an ordinary woman.,
ใครกันแน่ที่(ใจร้าย),krai gan nɛ̂ɛ tîi (jai-ráai) ,INFORMAL/STRONG,"Who’s the one (who’s mean)?! / Who’s the (mean one)?! (said when someone accuses you of being mean, but in fact they are meaner than you)",
