thai,phonetic,register,definition,note
เป็นผู้ชาย,bpen pûu-chaai,,It’s a boy!,
เป็นผู้หญิง,bpen pûu-yǐng ,,It’s a girl!,
อยากได้อะไร,yàak dâi à-rai,,What do you want?/ What would you like?,
ร้องไห้ทำไม,rɔ́ɔng-hâi tam-mai,,Why are you crying?,
จริงหรือ,jing rʉ̌ʉ,,Really? / Is that true?,
ฉันท้องเสีย,chǎn tɔ́ɔng-sǐa,,I have diarrhea.,
อย่าช้า,yàa cháa,,Hurry. / Don’t slow down! (we’ll be late),
ไปดูกัน(นะ),bpai duu gan (ná) ,,Let’s (go and) have a look. / Let’s check it out.,
อันนี้(ก็)สวย,an-níi (gɔ̂ɔ) sǔai ,,This one’s cute/nice/pretty.,
มีลูกแล้ว,mii lûuk lɛ́ɛo,,I have children. / She has a son/daughter.,
ถ้าทำได้,tâa tam dâi,,If you can do it. / If he can.,
เห็นไหม,hěn mǎi,,Do you see her? / Do you see it?,
มันไกลไป,man glai bpai,,It’s too far (away).,
ทำเสร็จแล้ว,tam sèt lɛ́ɛo,,I finished it. / It’s done. / I did it already.,
ยังไม่เสร็จ,yang mâi sèt,,Not yet. / I’m not finished yet. / It’s not done yet.,
ทำได้ไหม,tam dâi mǎi,,Can you do that? / Can you do it?,
รอผมหน่อยนะ,rɔɔ pǒm nɔ̀i ná,,Wait for me.,
ฉันจำได้,chǎn jam dâi,,I remember (it).,
ผมอยู่คนเดียว,pǒm yùu kon-diao,,I live alone. OR I’m alone.,
ผมดีใจมาก,pǒm dii-jai mâak,,I’m so happy. / I was so glad.,
