thai,phonetic,register,definition,note
รออะไรอยู่(คะ),rɔɔ à-rai yùu (ká) ,,What are you waiting for?,
ไม่ต้องกังวล,mâi-dtɔ̂ng gan-won,,Don’t worry. / No need to worry.,
เป็นเรื่องปกติ,bpen rʉ̂ang bpòk-gà-dtì ,,It’s common. / It’s normal., ปกติ (bpàk-gà-dtì) is an alternative pronunciation for this word.
ฉันจะให้โอกาสอีกครั้ง,chǎn jà hâi oo-gàat ìik kráng ,,I’ll give you another chance.,
ผมต้องดูแลเขา,pǒm dtɔ̂ng duu-lɛɛ kǎo,,I have to take care of her.,
ไม่ต้องรู้สึกผิดเลย/หรอก,mâi-dtɔ̂ng rúu-sʉ̀k pìt ləəi/rɔ̀ɔk (,,You) don’t need to feel guilty.,
กี่เดือนแล้ว,gìi dʉan lɛ́ɛo,,How many months pregnant are you? OR How many months are you?,
มันไม่ใช่ความรัก,man mâi-châi kwaam-rák ,,It’s not love. / That’s not love. / It wasn’t love.,
นอนพักเถอะ(นะคะ),nɔɔn pák tə̀ (ná-ká) (,,You) get some sleep/rest.,
คุณต้องตัดสินใจว่า,... kun dtɔ̂ng dtàt-sǐn-jai wâa...,,You have to decide…,
ผมไม่เคยรู้มาก่อน(ว่า... ),pǒm mâi-kəəi rúu maa-gɔ̀ɔn (wâa...) ,,I never knew before (that…),
ฉันยังไม่เต็มใจ,... chǎn yang mâi dtem-jai...,,I’m not willing… / I’m reluctant to…,
ถ้า(คุณ)ไม่ได้ทำ,... tâa (kun) mâi-dâi tam...,,If (you) didn’t do it…,
(เดี๋ยว)ฉันเช็ดให้นะคะ,(dǐao) chǎn chét hâi ná-ká ,,I’ll wipe it up (for you). / Let me dry you off.,
(เอา)วางไว้ (บนโต๊ะ),(ao) waang-wái (bon dtó) ,,Leave it (on the table). / Put it (on the table). / Set it (on the table).,
ค่อยๆลุกขึ้น,kɔ̂i-kɔ̂i lúk-kʉ̂n,,Get up slowly.,
หกหมดเลย,hòk mòt ləəi,,It spilled all over (the place)!,
มันเสี่ยงมาก,man sìang mâak ,,It’s very risky.,
แค่หยอก(เล่น),kɛ̂ɛ yɔ̀ɔk (lên) ,,Just teasing! / Just joking!,
เขาไม่กล้า(หรอก),kǎo mâi-glâa (rɔ̀ɔk) ,,He wouldn’t dare!,
