thai,phonetic,register,definition,note
อาการไม่ค่อยดี(เลย),aa-gaan mâi-kɔ̂i dii (ləəi) (,,He)’s not doing so well. / (His) condition is poor. / (He)’s in pretty bad shape.,
อาการไม่ดีขึ้น,aa-gaan mâi dii-kʉ̂n,,(He)’s not getting any better. / (He) hasn’t gotten any better.,
(นี่)ไม่ใช่เรื่องเล่นๆ,(nîi) mâi-châi rʉ̂ang lên-lên ,,This is no laughing matter. / This is no joke.,
เตรียมใจไว้แล้ว,dtriam-jai wái lɛ́ɛo,,(She)’s ready. / (She)’s mentally prepared.,
ปัดโธ่,bpàt-tôo,STRONG/ANGRY,Shit! / Damn! / Damn it!,
ทนมานานแล้ว,ton maa naan lɛ́ɛo,,I’ve endured this for a long time! / She’s put up with it for so long!,
ผมจัดการเองได้,pǒm jàt-gaan eeng dâi ,,I can handle it (by myself). / I can manage it by myself.,
จะให้ฉันพูดอะไร,jà hâi chǎn pûut à-rai ,,What do you want me to say?,
คุณเป็นคนแถวนี้หรือ,kun bpen kon tɛ̌ɛo-níi rʉ̌ʉ,,Are you from around here?,
จะบ้าหรือไง,jà bâa rə̌ə ngai ,INFORMAL/STRONG,Are you crazy/nuts?,
ยังพอมีเวลา,yang pɔɔ mii wee-laa,,There’s still time. / You still have time.,
เขาถูกใส่ร้าย,kǎo tùuk sài-ráai,,He was set up. / She was slandered. / He was framed.,
ทะเลาะอะไรกัน,tá-lɔ́ à-rai gan,,What were you arguing about? / What did you have a fight about?,
อย่าให้(แม่)รู้นะ,yàa hâi (mɛ̂ɛ) rúu ná ,,Don’t let (Mom) find out! / Don’t let (Mom) know about this!,
อย่าน้อยใจ(นะ),yàa nɔ́ɔi-jai (ná) ,,Don’t be offended. / Don’t take offense. / Don’t feel like you’re being slighted.,
ลืมสนิทเลย,lʉʉm sà-nìt ləəi,,(I) completely forgot!,
ลาออกไม่ได้,laa-ɔ̀ɔk mâi-dâi,,(You) can’t quit. (you shouldn’t quit your job),
อวยพรหน่อย(สิ),uai-pɔɔn nɔ̀i (sì) ,,Give me your blessing. / Wish me good luck.,
เธอขี้อิจฉา,təə kîi-ìt-chǎa,,She’s envious. / She’s the jealous type.,
ผมจะรับผิดชอบเอง,pǒm jà ráp-pìt-chɔ̂ɔp eeng ,,I’ll take responsibility.,
