thai,phonetic,register,definition,note
ผมไม่ได้เป็นอะไรกับเขา,pǒm mâi-dâi bpen à-rai gàp kǎo ,,There’s nothing between us. / She doesn’t mean anything to me.,
ไม่รบกวนเวลาคุณ,mâi róp-guan wee-laa kun ,,I won’t take up your time/waste your time.,
หาเท่าไหร่ก็หาไม่เจอ,hǎa tâo-rài gɔ̂ɔ hǎa-mâi-jəə,,(I) couldn’t find it anywhere. / (I) looked everywhere but couldn’t find it.,
นั้นแสดงว่า,... nán sà-dɛɛng wâa...,,That shows that… / That means that…,
ต้องทำยังไงถึงจะ,... dtɔ̂ng tam yang-ngai tʉ̌ng jà...,,What do I need/have to do to…?,
มีแต่คุณคนเดียวที่,... mii kɛ̂ɛ kun kon-diao tîi...,,You’re the only one/person who…,
คุณกำลังจะทำอะไร,kun gam-lang jà tam à-rai ,,What are you gonna do? / What are you doing? (with future meaning),
จะได้เห็นดีกัน,jà dâi hěn dii gan ,SLANG/IDIOMATIC,You’re gonna get it! / I’ll get you!,
ทำไมถึงคิดแบบนั้น,tam-mai tʉ̌ng kít bɛ̀ɛp-nán ,,What makes you say that? / Why do you think that?,
โตๆกันแล้ว,dtoo-dtoo gan lɛ́ɛo,,You’re an adult now. / You’re all grown up. / We’re adults (now).,
หายไปอยู่ไหน,hǎai bpai yùu-nǎi ,BIT STRONG,Where (the hell) have you been? / Where has it all gone to? / Where has it disappeared to?,
ถ้าเกิดว่า,... tâa gə̀ət wâa...,,What if… ? / If… ?,
จะไปไหนก็ไป,jà bpai nǎi gɔ̂ɔ bpai ,SLANG/STRONG,Beat it. / Get out of here! / Just leave! (I’m tired of you and don’t want to see you anymore),
มีความเป็นไปได้สูงที่... /ว่า,... mii kwaam-bpen-bpai-dâi sǔung tîi.../wâa..,,There’s a strong possibility that… / There’s a good chance that… / It’s highly probable that…,
ผมไม่ได้พูดสักคำ,pǒm mâi-dâi pûuk sàk kam ,,I didn’t say a word. / I didn’t say a thing.,
แค่ทำตามหน้าที่เท่านั้น,kɛ̂ɛ tam-dtaam nâa-tîi tâo-nán (,FORMAL,I)’m just doing my job/duty.,
ผมไม่เอาด้วยแล้ว,pǒm mâi-ao dûai lɛ́ɛo,,I’ve had enough! / I’m out! / Enough of this!,
ฉันชินกับการอยู่คนเดียว,chǎn chin gàp gaan-yùu-kon-diao ,,I’m used to living/being alone.,
อะไร(ที่)ทำให้คุณคิดว่า,... à-rai (tîi) tam-hâi kun kít wâa...,,What makes you think that…,
ไม่ใช่เรื่องเล็ก,mâi-châi rʉ̂ang lék ,,It’s no trivial matter. / It’s no small thing. / It’s not to be taken lightly.,
