thai,phonetic,register,definition,note
ไชโย,chai-yoo,,Hooray! / Banzai! / Bravo! / Cheers! / Yah!,
มาดูนี่(สิ),maa duu nîi (sì) ,,Take a look at this. / Look at this. / Come and have a look at this.,
นอนกรนหรือเปล่า,nɔɔn gron rʉ̌ʉ-bplàao,,Do you snore?,
เขามาจีบฉัน,kǎo maa jìip chǎn,,He came to flirt with me. / He tried to pick me up. / He tried to hit on me.,
มาทำอะไรแถวนี้,maa tam à-rai tɛ̌ɛo-níi ,,What are you doing around here/in this part of town?,
พ่อแม่สอนดี,pɔ̂ɔ-mɛ̂ɛ sɔ̌ɔn dii,,(His) parents taught him well.,
ลองชิมดูสิ,lɔɔng chim duu sì,,Have a taste. / Taste it.,
กุญแจหาย(ไปแล้ว),gun-jɛɛ hǎai (bpai lɛ́ɛo) ,,I lost my key(s)!,
ไม่มีข่าว,mâi-mii kàao,,There wasn’t any news (about it).,
ยอมแพ้แล้ว,yɔɔm pɛ́ɛ lɛ́ɛo,,They’ve surrendered. / He gave up.,
เรายังเป็นเพื่อนกัน(อยู่),rao yang bpen pʉ̂an gan (yùu) ,,We’re still friends.,
เป็นไข้,bpen-kâi,,I have a fever. / She has the flu. / He’s feverish.,
มันดีหรือไม่ดี,man dii rʉ̌ʉ mâi-dii ,,Is that good or bad? / Is that a good thing or a bad thing?,
แย่ลงอีกแล้ว,yɛ̂ɛ-long ìik-lɛ́ɛo,,(It) got worse again.,
ไม่แพงมากเกินไป,mâi-pɛɛng mâak-gəən-bpai (,,It) wasn’t so expensive. / (It)’s not that expensive.,
คืนนี้เจอกัน(นะ),kʉʉn-níi jəə gan (ná) ,,See you tonight.,
เขาตกลงแล้ว,kǎo dtòk-long lɛ́ɛo,,She agreed. / She said okay.,
มีอะไร,mii à-rai,INFORMAL,What? / What is it? / Yes?,
เร็วๆ(หน่อย),reo-reo (nɔ̀i) ,,Hurry! / Hurry up! / Get a move on!,
มันเป็นแค่ความคิด,man bpen kɛ̂ɛ kwaam-kít ,,It’s just an idea. / It was only a thought.,
