thai,phonetic,register,definition,note
วันนี้วันหยุด,wan-níi wan-yùt,,Today’s (my) day off. / Today is a holiday.," หยุด (yùt) means ‘stop’, so the meaning is ‘stop working’."
คุณเป็นฮีโร่ของผม,kun bpen hii-rôo kɔ̌ɔng pǒm ,,You’re my hero!,
ฉันทำได้,chǎn tam-dâi,,I can do it.,
คุยกับใคร,kui gàp krai,,Who were you talking with? / Who are you talking to?,
ซื้อมาทำไม,sʉ́ʉ maa tam-mai,,Why did you buy it/this/that?,
เหนื่อยไหมคะ,nʉ̀ai mǎi ká,,Are you tired?,
โอ๊ย,óoi,,Ouch! / Ow!,
ปวดท้อง,bpùat-tɔ́ɔng,,I have a stomachache.,
ผมปวดฟัน,pǒm bpùat-fan,,I have a toothache.,
ฉันปวดหลัง,chǎn bpùat-lǎng,,I have a backache.,
คุณได้เจอ... ไหม,kun dâi jəə... mǎi,,Have you met/seen (name)?,
จะไม่กลับไป,jà mai glàp bpai,,(I)’m not going back.,
เขาแข็งแรงมาก,kǎo kɛ̌ng-rɛɛng mâak,,He’s very strong.,
ห้ามเปิดดู,hâam bpə̀ət duu,,Don’t open it. / You mustn’t open it (and look inside).,
ฉันทำงานทุกวัน(เลย),chǎn tam-ngaan túk-wan (ləəi) ,,I work every day. / I’ve been working every day.,
ฉันจะรอนะ,chǎn jà rɔɔ ná,,I’ll be waiting. / I’ll wait.,
เช็คบิลด้วย(ครับ),chék-bin dûai (kráp) ,,"Check please. / Can I have the check, please?",
ฉันไม่ได้ถาม,chǎn mâi-dâi tǎam,,I didn’t ask. / I didn’t ask him.,
หยุด,yùt,,Stop! / Stop it!,
หยุดพูด,yùt pûut,,Stop saying that! / Stop it! (saying that),
