thai,phonetic,register,definition,note
มีอะไรจะฝากไหม,mii à-rai jà fàak mǎi,,Is there something you want me to tell him? / Do you want me to tell her anything?,
ไหนดูสิ,nǎi duu sì,,"(Well,) let me see. / Show me. / Let’s see then.",
จะทำอะไรก็ทำเถอะ,jà tam à-rai gɔ̂ɔ tam tə̀,,Do whatever you want! / Do whatever you want to do!,
อย่างนั้นหรือ,yàang-nán-rʉ̌ʉ,,Is that so? / Really?,
ต้องทำอย่างไรถึงจะ(รวย),dtɔ̂ng tam yàang-rai tʉ̌ng-jà (ruai) ,,What do I have/need to do to (get rich)?,
ฉันไม่ได้หมายความว่าอย่างนั้น,chǎn mâi-dâi mǎai-kwaam-wâa yàang-nán ,,That’s not what I meant. / I didn’t mean it that way.,
เป็นแม่คนแล้ว,bpen mɛ̂ɛ kon lɛ́ɛo ,IDIOMATIC,She’s a mother now. / I’m a mother now.,
จะตั้งชื่อลูกว่าอะไร,jà dtâng-chʉ̂ʉ lûuk wâa à-rai ,,What are you gonna name your baby?,
ไม่รอดแน่,mâi rɔ̂ɔt nɛ̂ɛ,,(He)’ll never make it! / (He) won’t survive!,
ขอพูดตรงๆนะ,...  kɔ̌ɔ pûut dtrong-dtrong ná...,SEMI-FORMAL,Let me be frank… / Let me speak frankly… / I’m going to be honest with you…,
โดยทั่วไปแล้ว,...  dooi-tûa-bpai-lɛ́ɛo...,SEMI-FORMAL,Generally… / Normally… / Ordinarily…,
ในทางตรงข้าม,...  nai-taang-dtrong-kâam...,FORMAL,On the other hand… / Whereas…,
…เป็นเวลานาน,...bpen wee-laa-naan,,…for a long time. / …for so long.,
ใครจะอาสา(... ),krai jà aa-sǎa(...) ,,Who will volunteer (to…)?,
ไม่มีสิทธิ์(ที่จะ),... mâi-mii-sìt (tii-jà)...,,You have no right (to)… !,
มีสิทธิ์อะไร,... mii-sìt à-rai...,,What right do you have (to)… ?!,
ผมจะรีบไปรีบกลับ,pǒm jà rîip bpai rîip glàp,,I’ll hurry back. / I’ll be back soon. / I’ll be back as soon as possible. (go quickly and return quickly),
ผมไม่ได้เป็นคนเริ่มก่อน,pǒm mâi-dâi bpen kon rə̂əm gɔ̀ɔn ,,"I’m not the one who started it. (the fight, argument, etc.)",
อาจจะมากกว่านั้น,àat-jà mâak-gwàa nán ,,Maybe more (than that). / Maybe longer (than that).,
ไม่ต้องพูดอะไรแล้ว,mâi-dtɔ̂ng pûut à-rai lɛ́ɛo ,,Don’t say anything (more). / You don’t need to say anything anymore.,
