thai,phonetic,register,definition,note
เมื่อไหร่จะได้เจอกันอีกนะ,mʉ̂a-rài jà dâi jəə-gan ìik ná ,,When will we (be able to) see each other again?,
ชอบเป็นจุดสนใจ,chɔ̂ɔp bpen jùt-sǒn-jai (,,He) likes to be the center of attention. / (She) likes to be in the limelight.,
ไม่ต้องมายุ่ง,mâi dtɔ̂ng maa yûng ,STRONG,Stay out of this! / Don’t mess with me! / Leave me alone! / Don’t interfere!,
(วิ่งเร็ว)ที่สุดเท่าที่จะทำได้,(wîng reo) tîi-sùt tâo-tîi jà tam dâi (,,Run as fast) as I can/could.,
ท้องได้(เจ็ด)เดือน,tɔ́ɔng dâi (jèt) dʉan (,,Seven) months pregnant.,
รีบเข้าไปช่วย,rîip kâo-bpai chûai,,He rushed (in) to help her. / She hurried over to help him.,
มันกลายเป็นเรื่องปกติ,man glaai-bpen rʉ̂ang bpòk-gà-dtì ,,It’s become normal/common/a normal thing., ปกติ (bpàk-gà-dtì) is an alternative pronunciation for this word.
ลูกดิ้น,lûuk dîn,,The baby kicked/moved. (of pregnant woman),
ฉันมีข่าวมาบอก,chǎn mii kàao maa bɔ̀ɔk ,,I have some news for you. / I got news for you.,
(…)เมื่อวันก่อน(... ) (…),mʉ̂a-wan gɔ̀ɔn(...) (…) the other day (…),,,
หลายต่อหลายคน,lǎai-dtɔ̀ɔ-lǎai kon ,SEMI-LITERARY,Many people. / So many people. / A lot of people.,
หลายต่อหลายครั้ง,lǎai-dtɔ̀ɔ-lǎai kráng ,SEMI-LITERARY,Many times. / Numerous times. / Time and time again.,
(มัน)คงจะดีไม่น้อยถ้า,… (man) kong jà dii mâi-nɔ́ɔi tâa...,,It would be really great/nice if…,
(…)นานเท่าไหร่แล้ว (…),naan tâo-rài lɛ́ɛo ,,How long has it been? / How long have you…?,
ลำบากแค่ไหนก็,... lam-bàak kɛ̂ɛ-nǎi gɔ̂ɔ...,,No matter how hard it is… / No matter how much trouble I have to face…,
ตรวจสอบให้แน่ใจว่า,...  dtrùat-sɔ̀ɔp hâi nɛ̂ɛ-jai wâa...,SEMI-FORMAL,Check to make sure (that)… / Make sure (that)…,
เขาเพิ่งออกจากคุกมา(ได้ไม่นาน),kǎo pə̂ng ɔ̀ɔk-jàak kúk maa (dâi mâi naan),,He just got out of jail (not long ago).,
ได้เจอกันเสียที / ได้เจอกันซะที,dâi jəə gan sǐa-tii / dâi jəə gan sá-tii ,,We finally meet!," ซะที (sá-tii) is a shortened form of เสียที (sǐa-tii), which is a final particle used to show that you want something to happen soon or completely."
หาทั่วทั้ง(บ้านแต่ไม่เจอ),hǎa tûa-táng (bâan dtɛ̀ɛ mâi jəə) (,,I) looked all over (the house but I couldn’t find her). / (I) searched everywhere (in the house but I couldn’t find it).,
ซวยแล้ว,suai lɛ́ɛo,,We are screwed! / We’re in deep shit! / Damn! / Shit!,
