thai,phonetic,register,definition,note
ว่าไง,wâa-ngai,INFORMAL,What’s up?, This has a lot of other meanings.
ช่วยไม่ได้,chûai mâi-dâi,,It can’t be helped. / I can’t help it. / There’s nothing I can do about it., This also means ‘I can’t help.’
เขาหนีไปแล้ว,kǎo nǐi bpai lɛ́ɛo,,He ran away (already) / He’s escaped. / He’s gone (ran away/escaped).,
ไปเลย,bpai ləəi,INFORMAL/ROUGH,Go! / Go on! / Go ahead.,
เหม็น,měn,,It stinks! / It smells bad.,
(…)(ก็)แค่นั้นเอง (…),(gɔ̂ɔ)kɛ̂ɛ-nán eeng ,,That’s all it is. / That’s all. / …is all.,
ฉันเคยถามเธอว่า,... (chǎn kəəi tǎam təə wâa...),,I(’ve) asked you before…/ I used to ask you…,
เธอจะบอกว่า,... (təə jà bɔ̀ɔk wâa...),,Are you gonna tell me…? / Are you saying…?,
ถึงเวลา(ที่)ต้อง,... tʉ̌ng wee-laa (tîi) dtɔ̂ng...,,It’s time to… / The time has come to…,
ไม่เคยฟัง,mâi kəəi fang,,You never listen. / You never listen to me.,
รู้สึกไม่ค่อยสบาย,rúu-sʉ̀k mâi-kɔ̂i sà-baai,,I don’t feel so well. / I’m not feeling well.,
เป็นแค่งานอดิเรก,bpen kɛ̂ɛ ngaan-à-dì-rèek,,It’s just a hobby.,
ไว้ใจใครไม่ได้,wái-jai krai mâi-dâi,,You can’t trust anyone.,
ขอตัวก่อนนะ(ครับ),kɔ̌ɔ-dtua gɔ̀ɔn ná (kráp),FORMAL,(Please) excuse me (I have to go). / Goodbye.,
คิดไปเอง,kít bpai eeng,,You’re imagining things. / It’s all in your head.,
ผมพูดความจริง,pǒm pûut kwaam-jing,,I’m telling the truth.,
อย่าหาเรื่องนะ,yàa hǎa-rʉ̂ang ná,,Don’t make trouble.,
ขอเวลาส่วนตัว,kɔ̌ɔ wee-laa sùan-dtua,,Please give (us/me) some time alone.,
ผมผิดเอง,pǒm pìt eeng,,It was my fault. / It was my mistake. / My bad.,
ต่อไปนี้,dtɔ̀ɔ-bpai-níi,,From now on…,
