thai,phonetic,register,definition,note
ไม่ดีกว่า,mâi dii-gwàa,INFORMAL,Better if (we) don’t. / Better not. / No (better not).,
ไม่รู้หายไปไหน,mâi-rúu hǎai bpai-nǎi,,(I) don’t know where it’s gone to. / (I) don’t know what happened to it. / (I) don’t know where it disappeared to. / (I) don’t know where they’ve all gone.,
ผมไม่เคยเห็นอะไรแบบนี้(มาก่อน),pǒm mâi-kəəi hěn à-rai bɛ̀ɛp-níi (maa-gɔ̀ɔn),,I’ve never seen anything like this before. / I’ve never seen this kind before.,
มัวทำอะไรอยู่,mua tam à-rai yùu ,STRONG/INFORMAL,"What are you doing!? (implies the person should be doing something else, or is holding you up, etc.)",
ปากเสีย,bpàak-sǐa,STRONG,You have a foul mouth! / You’re offensive! / You’re abusive!,
ฉันเข้าใจว่าคุณรู้สึกยังไง,chǎn kâo-jai wâa kun rúu-sʉ̀k yang-ngai ,,I understand how you feel.,
ให้ฉันเดานะ,hâi chǎn dao ná,,Let me guess.,
ทำอย่างนั้นไม่ได้,tam yàang-nán mâi-dâi (,,You) can’t do that!,
ให้ฉันจัดการ,hâi chǎn jàt-gaan,,Let me do this. / Let me handle this. / Let me take care of it.,
(…)อยู่ใกล้แค่นี้เอง (…),yùu glâi kɛ̂ɛ-níi eeng ,,It’s really close. / It’s so close. / It’s right here. (nearby),
ผมไม่กลัวความตาย,pǒm mâi-glua kwaam-dtaai,,I’m not afraid of death.,
ไม่มีใครหนีพ้น(ความตาย),mâi-mii-krai nǐi-pón (kwaam-dtaai) ,,No one can escape (death).,
ฝากด้วยนะ,fàak dûai ná,,Please take care of it. / Please do it for me. / I’ll leave her with you. (Please take care of her.),
คุณเป็นผู้ฟังที่ดี,kun bpen pûu-fang tîi dii ,,You’re a good listener.,
รักษาหายไหม,rák-sǎa hǎai mǎi,,Can it be treated/cured/healed? (said of a disease or medical condition),
(เงิน)ทุกบาททุกสตางค์,(ngən) túk bàat túk sà-dtaang every penny / every cent,,, สตางค์ (sà-dtaang) is also pronounced as (sà-dtang).
ประจําเดือนไม่มา,bprà-jam-dʉan mâi maa,,My period hasn’t come. / My period is late.,
ชีวิตมันสั้น,chii-wít man sân,,Life is short.,
ไปเที่ยวให้สนุก,bpai-tîao hâi sà-nùk,,Have fun. / Have a good time. / Have a good trip. (said to someone going out or traveling),
ปรับปรุงตัวเองให้ดีขึ้น,bpràp-bprung dtua-eeng hâi dii-kʉ̂n ,,Improve yourself (for the better).,
