thai,phonetic,register,definition,note
กินอะไรได้อย่างนั้น,gin à-rai dâi yàang-nán ,,You are what you eat.,
อย่าปล่อยให้หลุดมือไป,yàa bplɔ̀i-hâi lùt mʉʉ bpai ,,Don’t let it slip out of your hand. / Don’t let it slip away.,
ไม่มีใครยอมใคร,mâi-mii-krai yɔɔm krai,,No one is going to give in. / No one’s gonna give in to the other. / No one’s going to give an inch.,
ถ้าไม่เห็นกับตา(ฉัน)(ก็ไม่เชื่อ),tâa mâi hěn-gàp-dtaa (chǎn) (gɔ̂ɔ mâi chʉ̂a) ,,"If I hadn’t seen it with my own eyes, (I wouldn’t have believed it.)",
เขากำลังเดินตามรอยเท้า(ของพ่อ),kǎo gam-lang dəən dtaam rɔɔi-táao (kɔ̌ɔng pɔ̂ɔ),,He’s following (his father’s) footsteps. / He’s walking in (his father’s) footsteps.,
บรรทัดฐานใหม่,ban-tát-tǎan mài,,The new normal. / A new standard.,
เขาไม่เป็น(สอง)รองใคร,kǎo mâi bpen (sɔ̌ɔng) rɔɔng krai ,,He’s second to none!,
(ห้ามส่งเสียง)ไม่งั้นตาย,(hâam sòng-sǐang) mâi-ngán dtaai (,STRONG,Don’t make a sound) or you’re dead! / (Don’t make a sound) or you’ll die!,
ท่าไม่ดี,tâa mâi-dii ,IDIOMATIC,It doesn’t look so good. / That’s not good. (looks like the situation is getting dangerous or out of hand),
(นี่)มันเท่ากับว่า,... (nîi) man tâo-gàp-wâa...,,That’s like… / That’s the same as…,
…ต้องมีข้อแลกเปลี่ยน,...dtɔ̂ng mii kɔ̂ɔ-lɛ̂ɛk-bplìan,,…you have to get something in exchange. / …I have to get something in return.,
รู้(สึก)ตัวอีกที,... rúu-(sʉ̀k)-dtua ìik-tii...,,Before I knew it… / All of the sudden… / Next thing I knew…,
…สามารถใช้เป็นหลักฐาน(... ),...sǎa-mâat chái bpen làk-tǎan(...),,…can be used as evidence (…),
…อาจนำไปสู่(มะเร็งตับ),...àat nam-bpai-sùu (má-reng-dtàp),FORMAL,…might result in (liver cancer). / …may lead to (liver cancer.),
(งานวิจัย)ชี้ชัด(อยู่)แล้วว่า,... (ngaan-wí-jai) chíi chát (yùu) lɛ́ɛo-wâa...,,(Research) clearly shows… / (Research) confirms…,
ตาเถร,dtaa-těen,IDIOM/SLANG,Holy Cow! / Shit! / Bejesus! / Holy Mackerel! / Oh my God!,
มันออกจะแปลกๆ,man ɔ̀ɔk jà bplɛ̀ɛk-bplɛ̀ɛk,,It’s rather strange. / That’s weird. / It seems rather weird.,
เป็นพระคุณ,bpen-prá-kun ,LITERARY,I’m much obliged. / I’m very grateful. / I really appreciate it.,
นี่ไม่ใช่เวลามาเล่นนะ,nîi mâi-châi wee-laa maa lên ná ,,This is no time to play around!,
ต้องคุยกับเขาให้รู้เรื่อง,dtɔ̌ng kui gàp kǎo hâi rúu-rʉ̂ang (,,I) have to talk some sense into him! / (I) have to talk to him (and make him understand).,
