thai,phonetic,register,definition,note
ผมไว้ใจคุณ,pǒm wái-jai kun,,I trust you.,
ไว้ใจไม่ได้,wái-jai mâi-dâi,,You can’t trust (him). / (He) can’t be trusted.,
ผมมีของให้คุณ,pǒm mii kɔ̌ɔng hâi kun,,"I have something for you. (a present, etc.)",
ไม่มาก,mâi mâak,,Not much. / Not a lot.,
ไม่อยากมีปัญหา(หรอก),mâi yàak mii bpan-hǎa (rɔ̀ɔk) ,,I don’t want any trouble. / I don’t want to have any problem(s).,
เย็นไว้,yen-wái,INFORMAL,Easy! / Calm down! / Relax!,
ก๊อกๆ,gɔ́k-gɔ́k,,Knock Knock,
(มัน)งี่เง่ามาก,(man) ngîi-ngâo mâak ,,It’s so silly/stupid/ridiculous.,
ไม่ใช่ปัญหา(ของ)ฉัน,mâi-châi bpan-hǎa (kɔ̌ɔng) chǎn ,,It’s not my problem. / That’s not my problem.,
คุณมาช้าไป,kun maa cháa bpai,,You’re too late. / You’re a little late.,
มันทำให้ผมบ้า,man tam-hâi pǒm bâa,,It makes me crazy.,
จะบ้าตาย,jà bâa dtaai,,It’s driving me crazy! / It’s making me nuts! / I’m going nuts!,
ผมเห็นด้วย(กับ... ),pǒm hěn-dûai (gàp...) ,,I agree (with…),
หลายคนเชื่อว่า,... lǎai kon chʉ̂a wâa...,,Many people believe…,
จำไว้ว่า,... jam wái wâa...,,Remember (that)…,
)อยู่ถัดจาก,(,,X(Y) (X) yùu tàt-jàak (Y) (X) is next to (Y).,
) อยู่ชั้นบน,(,,X (X) yùu chán-bon (X) is upstairs.,
ฉันไม่มีอารมณ์(... ),chǎn mâi-mii aa-rom(…) ,,I’m not in the mood. / I don’t feel like…,
ไม่มีอะไรต้องปิดบัง,mâi-mii à-rai dtɔ̂ng bpìt-bang (,,I)’ve got nothing to hide.,
อย่าพลาด,yàa plâat,,Don’t miss it. / Don’t miss out.,
