thai,phonetic,register,definition,note
ฉันคิดออกแล้ว,chǎn kít ɔ̀ɔk lɛ́ɛo,,I figured it out! / I got it! / I have an idea!,
รู้จักเป็นอย่างดี,rúu-jàk bpen yàang-dii ,,I know her very well. / I’m very familiar with…,
ผมลืมตัวไป(หน่อย/นิด),pǒm lʉʉm-dtua bpai (nɔ̀i/nít) ,,I got (a bit) carried away. / I lost self control.,
(เขา)เป็นใครมาจากไหนไม่มีใครรู้,(kǎo) bpen krai maa-jàak-nǎi mâi-mii-krai rúu,,No one knows who he is or where he’s from.,
ทุกอย่างปกติดี,túk-yàang bpòk-gà-dtì dii / túk-yàang bpàk-gà-dtì dii ,,Everything's normal/fine.,
ยังทำงานไม่เสร็จ,yang tam-ngaan mâi sèt (,,He)’s not finished (with his work/the job) yet. / He isn’t done yet.,
จะออกไปทำธุระข้างนอก,jà ɔ̀ɔk bpai tam tú-rá kâang-nɔ̂ɔk (,,I)’m going out to run some errands.,
มันไม่สมควร,man mâi-sǒm-kuan,,It’s not proper. / That’s not appropriate.,
ยินดีรับใช้ค่ะ,yin-dii ráp-chái kà ,FORMAL,At your service. / You’re very welcome. / I’m happy to serve (you).,
เพื่อนทุกคนต่าง(แปลกใจที่),... pʉ̂an túk-kon dtàang (bplɛ̀ɛk-jai tîi)...,,All (my) friends (were surprised that)…,
ฉันบอกตรงๆเลยนะ,... chǎn bɔ̀ɔk dtrong-dtrong ləəi ná…,,To be honest… / I’m gonna tell it to you straight… / I’m gonna be honest with you…,
ข่าวดีก็คือ,... kàao dii gɔ̂ɔ kʉʉ...,,The good news is…,
มีข่าวร้าย(…),mii kàao ráai (…) (,,I) have some bad news(…),
มีวิธีอื่นไหม(คะ),mii wí-tii ʉ̀ʉn mǎi (ká) ,,"Do (you) have another way? / Do (you) have any other idea? (to solve this problem, etc.)",
ผม(ก็)ไม่เข้าใจเหมือนกัน,pǒm (gɔ̂ɔ) mâi-kâo-jai mʉ̌an-gan ,,I don’t understand either.,
ไม่มีประโยชน์,mâi mii bprà-yòot,,It’s useless. / It’s no use. / There’s no point.,
มันสมควรตาย,man sǒm-kuan dtaai ,ANGRY,He deserved/deserves to die.,
เต็มไปด้วยเลือด,dtem-bpai-dûai lʉ̂at,,covered in blood / blood all over,
ผมไม่เคยอายที่(มีแฟนอ้วน),pǒm mâi-kəəi aai tîi (mii fɛɛn ûan) ,,I’ve never been embarrassed (to have a fat girlfriend). / I’ve never been ashamed of (having a fat girlfriend).,
ฉันเองก็คิดเหมือนกัน,chǎn eeng gɔ̂ɔ kít mʉ̌an-gan ,,That’s what I thought! / I thought the same thing myself!,
