thai,phonetic,register,definition,note
ดีใจที่ได้คุยกับคุณ(นะ)(ครับ),dii-jai tîi dâi kui gàp kun (ná) (kráp) ,,It was nice talking with you. / I’m glad I was able to talk with you.,
พอจะรู้จักไหมครับ,pɔɔ-jà rúu-jàk mǎi kráp ,,Do (you) happen to know? / Do (you) happen to know him? / Do (you) know it?,
ฝันไปรึเปล่า,fǎn bpai rʉ́-bplàao,,Am (I) dreaming?!,
ผมต้องการเช่ารถครับ,pǒm dtɔ̂ng-gaan châo rót kráp,POLITE,I’d like to rent a car. / I need to rent a car.,
(เรียน)จบที่ไหน(คะ),(rian) jòp tîi-nǎi (ká) ,,Where did you graduate from? / What school did you go to?,
ทำไมไม่รับสาย,tam-mai mâi ráp-sǎai,,Why doesn’t he pick up? / Why don’t you answer (your phone)?,
ควรทำยังไง(ดี),kuan tam yang-ngai (dii) ,,What should I do? / What am I supposed to do?,
ทำไมไม่โทร(มา)หาฉัน,tam-mai mâi too (maa) hǎa chǎn ,,Why didn’t you call me?,
น้องๆ,nɔ́ɔng nɔ́ɔng,,"Waiter! / Excuse me! (calling attention to younger person at restaurant, etc.)",
ฉันเลือกเอง,chǎn lʉ̂ak eeng,,"I picked it out myself. (a present, etc. ) OR I will choose it myself.",
อยากได้สีอะไร(คะ),yàak dâi sǐi à-rai (ká) ,,What color would you like? / What color do you want?,
มีหลากหลายสี(ให้เลือก),mii làak-lǎai sǐi (hâi lʉ̂ak) ,,We have many colors (to choose from). / There are a variety of colors (to choose from).,
ถูกใจผมมาก,tùuk-jai pǒm mâak,,I really like it! / It’s really to my liking! / It’s really my type!,
เธอไม่ได้ไปไหน,təə mâi-dâi bpai-nǎi,,She didn’t go anywhere.,
คุณจะอยู่ที่นี่กี่วัน,kun jà yùu tîi-nîi gìi wan ,,How many days are you staying (here)?,
ห้องเต็ม(แล้ว),hɔ̂ng dtem (lɛ́ɛo),,The rooms are all full/booked.,
คิดได้ยังไง,kít dâi yang-ngai,,How can you think that?! / What are you thinking?!,
ทานด้วยกันไหมคะ,taan dûai-gan mǎi ká ,FORMAL,Would you like to have (dinner) together?,
เดายาก,dao yâak,,It’s hard to guess.,
น่าขยะแขยง,nâa-kà-yà-kà-yɛ̌ɛng,,That’s disgusting! / How disgusting!,
