thai,phonetic,register,definition,note
คุณไม่เคยรักผมเลย,kun mâi-kəəi rák pǒm ləəi,,You never loved me. / You were never in love with me.,
ฉันผิดไปแล้ว,chǎn pìt bpai lɛ́ɛo,,I was wrong. / I make a mistake.,
เข้าไปเลย,kâo bpai ləəi,,Come (on) in. / Get in.,
ไม่รบกวนแล้ว(ค่ะ/ครับ),mâi róp-guan lɛ́ɛo (kà/kráp),,I won’t bother you anymore. / I’ll let you get back to… (…what you were doing).,
(ฉัน)เชื่อเรื่อง,... (chǎn) chʉ̂a rʉ̂ang...,,(I) believe in…,
(ฉัน)ไม่เชื่อเรื่อง,... (chǎn) mâi chʉ̂a rʉ̂ang...,,(I) don’t believe in…,
ขอบคุณอีกครั้ง(ครับ/ค่ะ),kɔ̀ɔp-kun ìik-kráng (kráp/kà),,Thanks again. /Thank you again.,
ไม่มีใครรู้,mâi-mii krai rúu,,No one knows. / No one knew.,
(มัน)เป็นเรื่องเดียวกัน,(man) bpen rʉ̂ang diao-gan,,It’s the same thing (matter). / It’s the same story.,
แค่แวะมาทักทาย,kɛ̂ɛ wɛ́ maa ták-taai,,I just dropped/stopped by to say hello.,
ฉันจะพาไปเอง,chǎn jà paa bpai eeng,,I’ll take you (there) (myself).,
ต้องต่อคิว,dtɔ̂ng dtɔ̀ɔ kiu,,You have to get/stand in line.,
ฉันเพิ่งกลับมาจาก(ญี่ปุ่น),chǎn pə̂ng glàp maa-jàak (yîi-bpùn),,I just got back from (Japan).,
กลับกันได้แล้ว,glàp-gan dâi lɛ́ɛo,,We should get going. / Let’s go.,
ผมก็เลือกไปแล้ว,pǒm gɔ̂ɔ lʉ̂ak bpai lɛ́ɛo,,I’ve made my decision. / I’ve already chosen.,
นั่น(ก็)เพราะว่า,... nân (gɔ̂ɔ) prɔ́-wâa...,,That’s/It’s because…,
ผมอดไม่ได้ที่จะ,... (pǒm òt mâi-dâi tîi jà...),,I can’t help but…,
สมมุติว่า,... (sǒm-mút wâa...),,Suppose… / Let’s say…,
ถ้าสมมุติว่า,... (tâa sǒm-mút wâa...),,Suppose if… / Let’s say if…,
คุณ(กำลัง)มองหาใคร,kun (gam-lang) mɔɔng-hǎa krai,,Who are you looking for?,
