thai,phonetic,register,definition,note
รอสักครู่,mâ,,Just a minute. / Hold on a minute.,
กรุณารอสักครู่ครับ,mâ,FORMAL,One moment please. / Hold on a moment please.,
ผมจะบอกอะไรบางอย่าง,mâ,,I want to tell you something.,
กำลังรอให้,... (mâ),,I’m waiting for…,
หลังจากนั้นไม่นาน,... (mâ) ,,Shortly after that… / Not long after that…,
(มัน)ง่ายนิดเดียว,(mâ) ,INFORMAL,It’s super easy. / It’s very simple. / It’s a cinch.,
เป็นมากกว่า(เพื่อน),mâ,,(He)’s more than (a friend).,
มันหายไปได้ยังไง,mâ,INFORMAL,How could it just vanish/disappear?!,
ลืมไปได้ยังไง,mâ,INFORMAL,How could I forget?!,
ฉันก็เป็นเหมือนกับคุณ,mâ,,I’m the same as you. / I’m like you.,
เขาทำเงินได้ดี,mâ,,He makes good money; He gets a good salary.,
เข้าใจแล้ว,mâ,,I see. / I understand.,
เป็นสถานที่ท่องเที่ยว,mâ,,It’s a tourist attraction.,
ทำด้วย(ไม้),mâ,,It’s made of (wood).,
รับอะไรดี(ครับ),mâ,,"What would you like? / What can I get you? (at a restaurant, etc.)",
รวมทั้งหมด (450) บาด(ครับ),(mâ) ,,That will be (450) baht altogether.,
(ถังขยะ)อยู่ตรงนั้น,mâ,,(The trash can) is over there.,
ได้ยินไหม,mâ,,Did you hear (that)? / Hear that?,
น่าทึ่งใช่ไหมล่ะ,mâ,,"Amazing, isn’t it? / It’s amazing! / Impressive, huh?",
เสียใจด้วย,mâ,,I’m sorry to hear that.,
