thai,phonetic,register,definition,note
ฉันไม่อยากบังคับคุณ,chǎn mâi yaak bang-káp kun ,,I don’t wanna force/pressure you.,
มีธุระอะไร(หรือ)ครับ,mii tú-rá à-rai rʉ̌ʉ kráp,,What brings you here? / What can I do for you? / May I help you?/(Literally= What business do you have?),
ทำไม(ถึง)กลับมา,tam-mai (tʉ̌ng) glàp-maa ,,Why did you come back? / Why are you back?,
เขาเป็นเจ้าของ(... ),kǎo bpen jâo-kɔ̌ɔng (...) ,,She’s the owner. / She owns (this place).,
ทำไมไม่ฟัง(ผม),tam-mai mâi fang (pǒm) ,,Why didn’t you listen (to me)? / Why don’t you listen (to me)?,
ผมพลาดไป(แล้ว),pǒm plâat bpai (lɛ́ɛo) ,,I made a mistake. / I screwed up. / I failed. / I missed it.,
เขาว่าอะไร(บ้าง),kǎo wâa à-rai (bâang) ,,What did she say?,
ทนหน่อยนะ,ton nɔ̀i ná,,Hang on. / Hang in there. / Be patient. / Just a bit longer.,
ยังเจ็บอยู่หรือ,yang jèp yùu rʉ̌ʉ,,Does it still hurt?,
ไม่เจ็บแล้ว,mâi jèp lɛ́ɛo,,It doesn’t hurt anymore.,
(พ่อ)ชอบบอกว่า,... (pɔ̂ɔ) chɔ̂ɔp bɔ̀ɔk wâa...,,(Dad) always says… / (Dad) always told me…,
…(ก็)คงจะดี,...(gɔ̂ɔ) kong jà dii,,…would be nice/good.,
ผมอยากให้คุณรู้ว่า,... pǒm yàak hâi kun rúu wâa...,,I want you to know (that)…,
มันไม่ช่วยอะไร(หรอก),man mâi chûai à-rai (rɔ̀ɔk) ,,It/that doesn’t help (at all). / It doesn’t solve anything.,
อย่าไปไกลนะ,yàa bpai glai ná,,Don’t go too far. (talking to a child playing outside),
มันสำคัญกว่า(เงิน),man sǎm-kam gwàa (ngən) ,,It’s more important than (money).,
เล่าให้(ผม)ฟังสิ,lâo-hâi (pǒm) -fang sì ,,Tell (me) about it.,
เขาไม่ได้อยู่ที่นี่,kǎo mâi-dâi yùu tîi-nîi ,,He’s not here.,
คุณไม่รู้อะไร(เลย/หรอก),kun mâi rúu à-rai (ləəi/rɔ̀ɔk) ,STRONG,You don’t know anything! / You have no idea!,
ทำไม(ถึง)น่ารักขนาดนี้,tam-mai (tʉ̌ng) nâa-rák kà-nàat-níi ,,Why are you so cute?! / Why is she so (damn) cute?!,
