thai,phonetic,register,definition,note
เมื่อไหร่ก็ได้,mʉ̂a-rài gɔ̂ɔ dâi,,Anytime. / Whenever you want.,
มีอะไรอีก,mii à-rai ìik,,What else? / Anything else?,
พักผ่อนดีกว่านะ,pák-pɔ̀n dii-gwàa ná,,(You) should get some rest.,
เพลงเพราะและมีความหมายดีด้วย,pleeng prɔ́ lɛ́ mii kwaam-mǎai dii dûai ,,It’s a nice song and has good meaning too.,
ไม่ได้กินมานาน,mâi-dâi gin maa naan,,I haven’t had (that) for a long time. / It’s been awhile since I ate (that).,
ไม่ได้เป็นความจริง,mâi-dâi bpen-kwaam-jing ,,It’s not true.,
เขามีความรู้เยอะ,kǎo mii kwaam-rúu yə́,,He’s very knowledgable.,
เห็นกันบ่อย,hěn gan bɔ̀i,,You see (it) often.,
โดยเฉพาะ(ตอนกลางคืน),dooi-chà-pɔ́ (dtɔɔn-glaang-kʉʉn),,Especially (at night).,
เราจะทำอะไรก็ได้,rao jà tam à-rai gɔ̂ɔ-dâi ,,We could/can do anything (we want).,
ยังไม่อยากกลับ,yang mâi-yàak glàp,,(I) don’t wanna go back (yet).,
ยังไม่อยากตาย,yang mâi-yàak dtaai,,(I) don’t wanna die (yet)! / (I)’m not ready to die!,
ยังไม่อยากตื่น,yang mâi-yàak dtʉ̀ʉn,,(I) don’t wanna get up (yet).,
มันน่าสงสัย,man nâa-sǒng-sǎi,,It seems suspicious. / It’s (kind of) suspicious.,
ไปนานแค่ไหน,bpai naan-kɛ̂ɛ-nǎi,,How long are (you) going for? / How long for?,
จะกลับมาเมื่อไร,jà glàp maa mʉ̂a-rai,,When are you coming back? / When does she get back?,
อดขำไม่ได้,òt kǎm mâi-dâi,,(I) can’t help but laugh. / (I) can’t keep from laughing.,
หยุดได้แล้ว,yùt dâi lɛ́ɛo,,Stop it! / Knock it off!,
(มัน)ไม่ใช่เรื่องของ(คุณ),(man) mâi-châi rʉ̂ang kɔ̌ɔng (kun) ,,It’s none of (your) business.,
ไม่ได้เรื่อง(เลย),mâi-dâi-rʉ̂ang(ləəi) (,,You)’re hopeless/useless/good-for-nothing.,
