thai,phonetic,register,definition,note
น่าเสียดาย,nâa-sǐa-daai,,That’s too bad. / What a pity. / What a shame.,
ฉันเป็นห่วงเธอ,chǎn bpen hùang təə,,I’m worried about you.,
บังเอิญจริงๆ,bang-əən jing-jing,,What a coincidence!,
ถ้าไม่รังเกียจ,... (tâa mâi rang-gìat…),,If you don’t mind… / If it’s okay with you…,
มาช้าดีกว่าไม่มา,* (maa cháa dii gwàa mâi maa),,Better late than never.,
เอาเป็นว่า,... (ao bpen wâa...),,"(Used when concluding something): Well/Okay/Then… / …then. / Okay, let’s do it this way… / It turns out/In the end… / Let’s just say…",
สุขสันต์วันเกิดย้อนหลัง,sùk-sǎn wan-gə̀ət yɔ́ɔn-lǎng,,Happy Belated Birthday!,"

- ย้อนหลัง (yɔ́ɔn-lǎng) means in retrospect."
ยังหาไม่ได้เลย,yang hǎa mâi dâi ləəi,,I still can’t find one. / I still can’t find it.,
ตอนแรกไม่เชื่อ,dtɔɔn-rɛ̂ɛk mâi-chʉ̂a,,"At first, I didn’t believe it.",
นึกแล้วเชียว,nʉ́k lɛ́ɛo chiao,,I knew it! / I thought so! / Just as I thought!,"

- เชียว (chiao) is an intensifier used for emphasis here."
ผมก็ไม่ว่า(อะไร),pǒm gɔ̂ɔ mâi-wâa (à-rai),,It’s fine with me. / Feel free. / I don’t mind. (If you do it…),
ไปกันเถอะ,bpai gan təə,,Let’s go.,
บอกตามตรง,... (bɔ̀ɔk dtaam-dtrong),,To be honest… / I’ll be honest with you… / Honestly…,
ผมไม่ใช่คนโง่,pǒm mâi-châi kon-ngôo,,I’m not stupid! / I’m not a fool!,
ต้องจองล่วงหน้า,dtɔ̂ng jɔɔng lǔang-nâa,,You have to make advance reservations. / You need to reserve/book (it) in advance.,
ก็ดีเหมือนกัน,gɔ̂ɔ dii mʉ̌an-gan,,Fine. / Okay. / (That) sounds good. (I like that idea.),
ไม่ว่ายังไง,... (b),,No matter what… / No matter what happens…,
คงไม่หรอก,kong mâi rɔ̀ɔk,,It’s not likely. / I don’t think so. / Probably not.,
(พี่)คิดมาก,(pîi) kít-mâak,,Don’t think about it so much—relax. / You’re overthinking things/it.,
เขาไม่รู้ด้วยซ้ำว่า,... (kǎo mâi rúu dûai-sám wâa...),,He doesn’t even know (that)…,
