thai,phonetic,register,definition,note
เกิดเรื่องใหญ่(แล้ว),gə̀ət rʉ̂ang yài (lɛ́ɛo) ,,We have big trouble! / We have a big problem!,
เกือบไม่ทัน,gʉ̀ap mâi-tan,,Almost didn’t make it in time!,
เร่งมือหน่อย,rêng-mʉʉ nɔ̀i,,Speed it up! / Step on it! / Hurry up! (speed up the work you are doing),
เขาไม่ได้ทำอะไรหนู(สักหน่อย),kǎo mâi-dâi tam à-rai nǔu (sàk-nɔ̀i) ,,She didn’t do anything to you.,
() เริ่มต้นครั้งแรกที่(ลอนดอน),waai-em-see-ee) rə̂əm-dtôn kráng-rɛ̂ɛk tîi (lɔɔn-dɔɔn,YWCA,(YWCA) originally/first started in (London).,
คุณจะเอายังไง,kun jà ao yang-ngai ,INFORMAL,"What will it be? / What are you gonna do? / So, what do you want?",
อย่าปล่อยให้หลุดไป,yàa bplɔ̀i-hâi lùt bpai ,,Don’t let it slip (away). / Don’t let her get away.,
ทำได้อย่างง่ายดาย,tam dâi yàang-ngâai-daai (,,It) can be done easily. / (It) can be done with ease. / (It)’s easy to do.,
ตายเสียดีกว่า,dtaai sǐa dii-gwàa,,It’s better to (just) die. / Dying is better.,
ฉันโชคดีมากที่ได้มีโอกาส,... chǎn chôok-dii mâak tîi dâi mii oo-gàat...,,I was very lucky to have the opportunity to…,
หลายคนไม่เคยรู้/ทราบว่า,... lǎai kon mâi-kəəi rúu/sâap wâa...,,Many people don’t know (that)…,
ในช่วงเริ่มต้น(ของ),...  nai chûang-rə̂əm-dtôn (kɔ̌ɔng)...,FORMAL/LITERARY,In the early period (of)… / In the beginning (of)…,
นี่เป็นเหตุผลว่าทำไม,... nîi bpen hèet-pǒn wâa tam-mai...,,This is why… / This is the reason why…,
ชั้นมัธยมศึกษาปีที่(2),chán mát-tá-yom-sʉ̀k-sǎa bpii tîi (sɔ̌ɔng) ,FORMAL,The (second) year of secondary school.,
นึกภาพไม่ออก,nʉ́k-pâap-mâi-ɔ̀ɔk,,(I) can’t imagine. / (I) can’t picture it.,
ภาพยนตร์ยอดเยี่ยมแห่งปี,pâap-pá-yon yɔ̂ɔt-yîam hɛ̀ng-bpii,FORMAL/LITERARY,Movie of the Year.,
ขอให้มีความสุขกับ(การเดินทาง),kɔ̌ɔ-hâi mii-kwaam-sùk gàp (gaan-dəən-taang),FORMAL/LITERARY,Enjoy (your trip). / May you enjoy (your trip). / Happy (travels).,
เขียน(ขึ้น)ในปี(1957),kǐan (kʉ̂n) nai bpii (nʉ̀ng-pan-gâao-rɔ́ɔi-hâa-sìp-jèt) ,,It was written in (1957).,
(เขา)พูดจริงทำจริง,(kǎo) pûut-jing tam-jing (,,"He) does what he says. / Talk the talk, walk the walk. / (He)’s a man of his word. / (He)’s a man of action.",
แกเดาผิด,gɛɛ dao-pìt,,You guessed wrong. / You were mistaken.,
