thai,phonetic,register,definition,note
ฝันไปเถอะ,fǎn bpai tə̀,,In your dreams! / You’re dreaming! / Dream on!,
จะเริ่มตรงไหนดี(ครับ),jà rə̂əm dtrong-nǎi dii (kráp) ,,Where do I start? / Where do I begin?,
(ฉัน)ไม่ได้ข่าวจาก(เขา),(chǎn) mâi-dâi kàao jàak (kǎo) (,,I) haven’t heard from (him).,
มีอะไรมากกว่านั้น,mii à-rai mâak-gwàa nán ,,There’s something more. / There’s something else.,
ข่าวล่าสุด,kàao lâa-sùt,,The latest / The latest news,
แต่ละคนมีนิยาม(ความสุข)ที่ต่างกัน,dtɛ̀ɛ-lá kon mii ní-yaam (kwaam-sùk) tîi dtàang-gan,,Everyone/Each of us has a different definition of (happiness).,
…วันรุ่งขึ้น,...  ...wan-rûng-kʉ̂n...,SEMI-LITERARY,The next day… / …the next day.,
() ถูกยกให้เป็น(รถที่ปลอดภัยที่สุด) (),tùuk-yók-hâi-bpen (rót tîi bplɔ̀ɔt-pai tîi-sùt),,() is considered to be (the safest car). / () was called (the safest car). / () was described as (the safest car).,
นั่นแหละชีวิต,nân-lɛ̀ chii-wít,,That’s life!,
ไม่เคยมีประสบการณ์มาก่อน,mâi-kəəi mii bprà-sop-gaan maa-gɔ̀ɔn (,,I) have no experience. / (I) have no previous experience.,
ไม่จำเป็นต้องมีประสบการณ์มาก่อน,mâi-jam-bpen dtɔ̂ng mii bprà-sop-gaan maa-gɔ̀ɔn,,No experience necessary. / You don’t need to have any previous experience.,
ไม่ได้มีแต่(อาหาร แต่ยังมี กาแฟ และ…),mâi-dâi mii dtɛ̀ɛ (aa-hǎan dtɛ̀ɛ,,"yang mii gaa-fɛɛ lɛ́...)/(Our restaurant) doesn’t only/just have (food, but we have coffee and…)",
(…)อีกไม่กี่วัน(... ) (…),ìik-mâi-gìi wan(…) ,,In (just) a few days(…) / …any day (now).,
(…)อีกไม่กี่นาที(... ) (…),ìik-mâi-gìi naa-tii(…) ,,In (just) a few minutes(…) / …any minute (now).,
หล่นมาจาก(ฟ้า),lòn maa-jàak (fáa) (,,It) fell out of/dropped from (the sky).,
(เรื่องนี้)สอนให้รู้ว่า,... (rʉ̂ang níi) sɔ̌ɔn hâi rúu wâa...,,The moral of the story is… / It teaches (us)…,
ไม่มีร่องรอย(การต่อสู้),mâi-mii rɔ̂ng-rɔɔi (gaan-dtɔ̂ɔ-sûu) ,,There was no trace/sign (of a struggle).,
ทำ(ความ)ฝันให้เป็นจริง,tam-(kwaam)fǎn -hai-bpen-jing ,,Make a dream come true. / Make a dream become reality.,
แน่อยู่แล้ว,nɛ̂ɛ yùu-lɛ́ɛo,,Sure. / I’m sure it was. / Absolutely. / Of course (it is).,
สับสนไปหมด,sàp-sǒn bpai mot,,I’m so confused! / It’s so confusing!,
