thai,phonetic,register,definition,note
ไม่ต้องกลัว,mâi dtɔ̂ng glua,,No need to be afraid. / Don’t worry. / Don’t be scared.,
อย่าลืมวันเกิดผม,yàa lʉʉm wan-gə̀ət pǒm,,Don’t forget my birthday.,
ฉันจำวันเกิดของคุณได้,chǎn jam wan-gə̀ət kɔ̌ɔng kun dâi,,I remember when your birthday is. / I can remember when your birthday is.,
หมดอายุแล้ว,mòt aa-yú lɛ́ɛo,,It’s expired. / It’s reached its expiration date.,
เข้มงวดมาก,kêm-ngûat mâak,,She’s so strict! / It’s very strict.,
พูดอะไรอย่างงั้น,pûut à-rai yàang-ngán,INFORMAL,What are you talking about?! (Are you kidding?!),
(มัน)ไม่จริง(หรอก),man) mâi jing (rɔ̀ɔk,,That’s not true (at all).,
ไม่เคยมาที่นี่,mâi kəəi maa tîi-nîi,,I’ve never been here (before).,
เคยได้ยินมา,kəəi dâi-yin maa,,I’ve heard it before.,
ทำอาหารไม่เป็น(เลย),tam-aa-hǎan mâi-bpen (ləəi),,I can’t cook (at all).,
ทำอะไรไม่ได้,tam à-rai mâi-dâi,,(I) can’t do anything. / There’s nothing I can do.,
ไม่รู้ว่าทำไม,mâi rúu wâa tam-mai,,I don’t know why.,
ไม่เข้าใจว่าทำไม,mâi kâo-jai wâa tam-mai,,I don’t understand why.,
บอกตามตรง,... (bɔ̀ɔk dtaam-dtrong),,To be honest… / I’ll be honest with you… / Honestly…,
ดีใจที่ได้คุยกัน,dii-jai tîi dâi kui-gan,,Nice talking to you. / It was nice talking with you.,
ดีใจที่ได้พบกัน,dii-jai tîi dâi pop-gan,,It was nice meeting you.,
ดึกแล้ว,dʉ̀k lɛ́ɛo,,It’s (getting) late. / It’s really late.,
หยุดเดี๋ยวนี้,yùt dǐao-níi,,Stop it! / Stop!,
แปลว่าอะไร(คะ),bplɛ̀ɛ wâa à-rai (ká),,What does (it) mean? / What does (this) mean?,
แปลว่า,... (bplɛ̀ɛ wâa…),,That/it means…,
