thai,phonetic,register,definition,note
จะมีประโยชน์อะไรล่ะ,jà mii bprà-yòot à-rai lâ ,,What’s the point (in that)? / What good would that do?,
ฉันเป็นแฟนพันธุ์แท้(ของ ),chǎn bpen fɛɛn-pan-tɛ́ɛ (kɔ̌ɔng ),,I’m a huge fan (of ).,
พอจะเข้าใจไหม,pɔɔ jà kâo-jai mǎi,,Can you understand now? (after I’ve explained it to you),
อันที่จริง(แล้ว),...  an-tîi-jing (lɛ́ɛo) ,LITERARY/FORMAL,In fact… / As a matter of fact…,
ทำไมเราถึงควร(จ้างคุณ),tam-mai rao tʉ̌ng kuan (jâang kun) ,,Why should we (hire you)?,
ฉันได้มีโอกาสรู้จัก,... chǎn dâi mii oo-gàat rúu-jàk...,,I had a chance to get to know… / I had a chance to become familiar with…,
ต้องยืดหยุ่น,dtɔ̂ng yʉ̂ʉt-yùn,,(You) have to be flexible.,
เป็นสาวประเภทสอง,bpen sǎao bprà-pêet sɔ̌ɔng,,She’s a ladyboy. / She’s a transgender (woman).,
จะเอา(... )ไปทำอะไร,jà ao (...) bpai tam à-rai,,What do you need it for? / What are you gonna do with it? / What do you need… for?,
(มัน)แปลตรงตัวว่า,... (man) bplɛ̀ɛ dtrong-dtua wâa...,,(It) literally means… / Word for word (it) means…,
มันตรงกันข้ามกับ,... (man) dtrong-gan-kâam gàp...,,It’s the opposite of…,
รู้กันทั่วไปว่า,... rúu-gan tûa-bpai wâa...,,It’s common knowledge that… / It’s commonly known that…,
ไม่รู้ว่า(ผม)จะทนได้นานแค่ไหน,mâi-rúu wâa (pǒm) jà ton dâi naan kɛ̂ɛ-nǎi (,,I) don’t know how long (I) can take/endure this.,
ไม่รู้ว่า(ผม)จะทนได้อีกนานแค่ไหน,mâi-rúu wâa (pǒm) jà ton dâi ìik naan kɛ̂ɛ-nǎi,,(I) don’t know how longer (I) can take/endure this.,
ทานข้าวให้หมด,taan-kâao hâi-mòt,,Eat all your food. / Finish your meal.,
เราจะไม่ทำให้(คุณ)ผิดหวัง,rao jà mâi tam-hâi (kun) pìt-wǎng ,,We won’t disappoint you. / We won’t let you down.,
อย่าลืมติดตาม(นะครับ),yàa lʉʉm dtìt-dtaam (ná-kráp) ,,Don’t forget to watch. / Don’t forget to follow (along). (said of TV or other series),
แล้วยังไงต่อ,lɛ́ɛo yang-ngai dtɔ̀ɔ,,(And) then what? / What happened next? / And then?,
มันไม่ดีต่อร่างกาย,man mâi-dii dtɔ̀ɔ râang-gaai ,,It’s bad for you. / It’s bad for your health.,
ยินดีรับใช้,yin-dii ráp-chái ,FORMAL,At your service. / I’m happy to help.,
