thai,phonetic,register,definition,note
อย่าหัวเราะ,yàa hǔa-rɔ́,,Don’t laugh!,
(มัน)แย่มาก,(man) yɛ̂ɛ mâak,,It’s terrible/horrible/awful.,
หนูไม่ชอบตื่นเช้า,nǔu mâi-chɔ̂ɔp dtʉ̀ʉn cháao ,,I don’t like getting up early. / I’m not a morning person., หนู (nǔu) is used by here by a female to address someone older.
เรื่องอะไร,rʉ̂ang à-rai,,About what? / What story? (are you talking about),
(... )ทำให้ผมมีความสุข(... ) (...),tam-hâi pǒm mii-kwaam-sùk (...) ,,It makes me happy. / You make me happy.,
กินด้วยกันสิ,gin dûai-gan sì,,Have some. / Join me. (eating together),
เขานิสัยไม่ดี,kǎo ní-sǎi mâi-dii,,He’s bad! / He’s a bad boy! / He’s ill-natured. / He’s rude.,
ช้าหน่อย,cháa nɔ̀i,,Slow down!,
ฉันจะมาใหม่,chǎn jà maa mài,,I’ll be back. / I’ll come back.,
อยากไป,yàak bpai,,(I) wanna go.,
หลับแล้วเหรอ,làp lɛ́ɛo rə̌ə,,Are you asleep (already)?,
ออกกำลังกายอยู่,ɔ̀ɔk-gam-lang-gaai yùu ,,I’m exercising. / I’m working out.,
(ลอง)คิดดู,(lɔɔng) kít duu,,Think about it.,
คุณมีฉัน,kun mii chǎn,,You have me. / You got me.,
ผมอธิบายได้,pǒm à-tí-baai dâi,,I can explain.,
บอกฉันได้นะ,bɔ̀ɔk chǎn dâi ná,,(You) can tell me.,
ฉันเจ็บนะ,chǎn jèp ná,,You’re hurting me! / That hurts!,
คุณมาจากไหน,kun maa-jàak nǎi,,Where are you from?,
คุณมาจากประเทศอะไร,kun maa-jàak bprà-têet à-rai ,,What country are you from?,
(อยาก)ดื่มอะไรไหม,(yàak) dʉ̀ʉm à-rai mǎi ,,Do you want something to drink?,
