thai,phonetic,register,definition,note
ลองเข้าไปดู,lɔɔng kâo bpai duu,,Go and have a look. / Go in and check it out.,
ไม่ต้องห่วงเรื่อง,... (mâi dtɔ̂ng hùang rʉ̂ang...),,Don’t worry about… / You don’t need to worry about…,
ไม่มีใครฟังฉัน(เลย),mâi mii krai fang chǎn (ləəi),,No one listens to me. / No one’s listening.,
ห้ามปฏิเสธ,hâam bpà-dtì-sèet,,You can’t say no. / You can’t refuse.,
ฉันก็เหมือนกัน,chǎn gɔ̂ɔ mʉ̌an-gan,,"Me too. / So do I. / I do, too.",
(คุณ)ลืมอะไรไปหรือเปล่า,(kun) lʉʉm à-rai bpai rʉ̌ʉ-bplàao,,"Have you forgotten something, (or what)? / Did you forget something?",
ที่ไหนดี(ล่ะ),tîi-nǎi dii (lâ),,Where’s good? / Where do you want to (go)?,
ไม่จริงใช่ไหม,mâi-jing châi-mǎi,,"It’s not true, right? / That’s not true, is it?",
ไปรู้มาจากไหน,bpai rúu maa-jàak nǎi,,Where did you find out? / Where did you learn (that)?, This expression is a bit strong.
จะกลับแล้วหรือ(ครับ),jà glàp lɛ́ɛo rʉ̌ʉ (kráp) ,,Are you leaving? / Are you going back (now)?,
จะเอาไปทำไม,jà ao bpai tam-mai ,,What are you gonna do with it? / What do you need it for?,
ทำไมทำกับฉันอย่างนี้,tam-mai tam gàp chǎn yàang-níi,,Why are you doing this to me? / Why are you treating me like this?,
ไม่ให้เกียรติ(ผู้หญิง),mâi-hâi gìat (pûu-yǐng),,He doesn’t respect (women)., The ร (r) in เกียรติ (gìat) is silent.
สุดทนแล้ว,sùt ton lɛ́ɛo,,I can’t stand it any more! / This is unbearable!,
ไม่น่าเลย,mâi-nâa ləəi,INFORMAL,It/This shouldn’t have happened! / (He) shouldn’t have done that! (meaning is close to ‘Unbelievable!’) / Doggone it!,
เป็นเรื่องของครอบครัว,bpen rʉ̂ang kɔ̌ɔng krɔ̂ɔp-krua,,It’s a family matter.,
เข้าเค้า(นะ),kâo-káo (ná) ,IDIOM,That makes sense. / That sounds reasonable. (=it matches the facts),
แปลกจัง,bplɛ̀ɛk-jang,,That’s odd. / That’s strange.,
พิสูจน์แล้ว,pí-sùut lɛ́ɛo,,(He/They) proved it. / They’ve already proven (it).,
เท่ดี(นะ),têe-dii(ná),INFORMAL,Cool! / Awesome! / Nice!,
