thai,phonetic,register,definition,note
ถูกใจไหม,tùuk-jai mǎi,,Do you like it? / Is it to your liking?,
สุดยอดเลย,sùt-yɔ̂ɔt ləəi,,It’s awesome/super/cool!,
เก่งมาก,gèng mâak,,Very good! / Nice job! / You’re good at this!,
ยินดีด้วย,yin-dii dûai,,Congrats! / Congratulations!,
ชนแก้ว,chon gɛ̂ɛo,,Cheers!,
ทำใจดีๆ,tam-jai dii-dii,,Hang in there! / Keep up your courage. / Hold on! / Cheer up!,
พักผ่อนเถอะ,pák-pɔ̀n tə̀,,Get some rest.,
ก็ใช่น่ะสิ,gɔ̂ɔ châi nâ sí,INFORMAL,"That’s right! / Yeah, I am! / Exactly! / Of course!",
ดีแล้ว,dii lɛ́ɛo,,Good. / That’s good. / Good for you.,
เชิญครับ,chəən kráp,,Go ahead. / After you. / Please… / Come on in.,
แป๊บนึง,bpɛ́ɛp-nʉng,,Just a moment. / Just a second.,
ขอโทษค่ะ,kɔ̌ɔ-tôot kà,,I’m sorry. / Excuse me. / Pardon me.,
สนุกจะตาย,sà-nùk jà-dtaai,,This is soooo much fun! / It’s a blast!,
ไง,ngai,INFORMAL,Hey. (Hi) / What’s up?,
มาดูเร็ว,maa duu reo,,Come and have a look!,
พูดเล่นนะ,pûut-lên ná,,I’m joking!,
ดูนั่นสิ,duu nân sí,,Look at that! / Look!,
หอมจังเลย,hɔ̌ɔm jang ləəi,,It smells so good!,
จริงด้วย,jing dûai,,That’s right! / That’s true!,
ใครๆก็ชอบ,... (krai-krai gɔ̂ɔ chɔ̂ɔp),,Everyone likes/loves…,
