thai,phonetic,register,definition,note
ทำใจให้สบาย,tam-jai hâi sà-baai,,Relax. / Chill out. / Don’t worry about it. / Take it easy.,
(แก)พูดเกินไป,(gɛɛ) pûut gəən-bpai (,,You)’re exaggerating! / That’s a bit too much!,
มีอะไรกินบ้าง,mii à-rai gin bâang,,What’s there eat? / What do we have to eat?,
จะพาฉันไปไหน,jaà paa chǎn bpai-nǎi ,,Where are you taking me?,
ได้เลย,dâi ləəi,,Sure! / Okay! / All right! (agreeing to something),
เพราะอะไรรู้มั้ย,prɔ́-à-rai rúu-mái ,INFORMAL,You know why? / Do you know why?,
อาจ(จะ)เป็นอุบัติเหตุ,àat (jà) bpen ù-bàt-dtì-hèet ,,Maybe it was an accident.,
ได้ครบแล้ว,dâi króp lɛ́ɛo,,(I) have everything. / (They) got it all.,
ขอโทษที่ทำให้เสียเวลา,kɔ̌ɔ-tôot tîi tam-hâi sǐa-wee-laa ,,Sorry for wasting your time.,
เปิดประตู(หน่อย)(สิ),bpə̀ət bprà-dtuu (nɔ̀i) (sì) ,,Open the door.,
เราเป็นเพื่อนสนิทกัน,rao bpen pʉ̂an sà-nìt gan ,,We’re close friends. / We’re best friends.,
จะพิสูจน์ให้ดู,jà pí-sùut hâi duu,,(I)’ll prove it to you.,
อย่าไปไหน(นะ),yàa bpai-nǎi (ná) ,,Don’t go anywhere.,
มันไม่ยุติธรรม,man mâi-yùt-dtì-tam,,It’s not fair.,
มันเป็นทางตัน,man bpen taang-dtan,,It’s a dead end.,
ผมไม่อยากอยู่คนเดียว,pǒm mâi-yàak yùu kon-diao,,I wanna be alone.,
มากไปแล้ว,mâak bpai lɛ́ɛo,,It’s/That’s too much!,
มันไม่โอเค,man mâi oo-kee,,It’s not okay.,
ถามทำไม,tǎam tam-mai,,Why do you ask?,
ยิ้มอะไร(ครับ/คะ),yím à-rai (kráp/ká) ,,What are you smiling at?,
