thai,phonetic,register,definition,note
ไม่ต้องห่วงอะไร,mâi-dtɔ̂ng hùang à-rai ,,You don’t need to worry about anything. / You’ve got nothing to worry about.,
ลืมเวลาไปเลย,lʉʉm wee-laa bpai lɛ́ɛo,,(I) lost (all) track of time.,
ฉันมาหาคุณ,chǎn maa-hǎa kun,,I came to see you.,
กำลังจะแต่งงาน,gam-lang jà dtɛ̀ng-ngaan (,,I)’m getting married.,
(คุณ)เชื่อไหมว่า,... (kun) chʉ̂a mǎi wâa...,,Do (you) believe…?,
ฉันอยากให้มันจบ,chǎn yàak hâi man jòp,,I want to end this. / I want this to be over.,
ถ้า(มัน)เป็นไปได้,tâa (man) bpen-bpai-dâi ,,If (it’s) possible.,
ขอคุยกับ,... kɔ̌ɔ kui gàp...,,I’d like to speak with… ? / Can I talk to… ?,
ถ้าผมเป็นเขา,... tâa pǒm bpen kǎo...,,If I were him…,
ฉันคิดว่าถ้า,... chǎn kít-wâa tâa...,,I thought if… / I think if…,
มีปัญหาเหรอ(ครับ),mii bpan-hǎa rə̌ə (kráp) ,,Is there a problem?,
เธอโกหกฉันทำไม,təə goo-hòk chǎn tam-mai,,Why did you lie to me?,
คุณต้องไว้ใจ(ผม),kun dtɔ̂ng wái-jai (pǒm) ,,You have to trust (me).,
คุณไว้ใจ(ฉัน)ไหม,kun wái-jai (chǎn) mǎi ,,Do you trust (me)?,
ลง(มา)จากรถ,long (maa) jàak rót (,,He) got out of the car. / Get out of the car!," Depending on the context, this phrase can be used as past tense or as a command."
เลิกล้อเล่น(ได้แล้ว),lə̂ək lɔ́ɔ-lên (dâi-lɛ́ɛo) ,,Stop joking around! / Stop kidding me!,
(6) เดือนต่อมา,(hòk) dʉan dtɔ̀ɔ-maa (6) months later.,,,
รีบกลับมานะ,rîip glàp-maa ná,,Hurry back. / Come back soon.,
เชิญเลย,chəən ləəi,,Be my guest. / Go ahead.,
เลิกไม่ได้,lə̂ək mâi-dâi,,I can’t stop. / I can’t quit.,
