thai,phonetic,register,definition,note
พอแล้ว,pɔɔ lɛ́ɛo,,That’s enough. / That’s plenty.,
(ที่)ไหน,(tîi) nǎi ,INFORMAL,Where? / Where is it? / Where is she?,
ผมอยู่นี่แล้ว,pǒm yùu nîi lɛ́ɛo,,I’m here. / I’m here now.,
เขามีงานที่ดี,kǎo mii ngaan tîi dii,,He has a good job.,
ยังไม่สาย,yang mâi sǎai,,It’s not too late.,
ไม่ใช่แค่นี้,mâi-châi kɛ̂ɛ-níi,,Not only this. / Not just this. / That’s not all.,
ปิดตา(ไว้),bpìt dtaa (wái) ,,Close your eyes.,
ไม่สนุก(เลย),mâi sà-nùk (ləəi) ,,This is no fun! / You’re no fun! / It wasn’t much fun.,
ลองดู(สิ),lɔɔng duu (sì) ,,Try it. / Give it a try. / Have a taste. / Taste it.,
มีเมียใหม่(แล้ว),mii mia mài (lɛ́ɛo) (,,He) has a new wife.,
มีผัวใหม่(แล้ว),mii pǔa mài (lɛ́ɛo) (,,She) has a new husband.,
มีแฟนใหม่(แล้ว),mii fɛɛn mài (lɛ́ɛo) ,,He has a new girlfriend. / She has a new boyfriend.,
ตอบฉันหน่อย,dtɔ̀ɔp chǎn nɔ̀i ,INFORMAL,Answer me.,
ผมไม่ได้ยิน(คุณ),pǒm mâi dâi-yin (kun) ,,I didn’t hear (you). / I couldn’t hear (you).,
ฉันโตแล้ว,chǎn dtoo (lɛ́ɛo),,I’m grown up now. / I’m a grown-up.,
อยากไปไหม,yàak bpai mǎi,,Do you wanna go?,
ยังไม่พอ,yang mâi pɔɔ,,Not enough. / It’s still not enough.,
เอาอีกไหม,ao iìk mǎi,,Do you want more?,
เอาอีก(ค่ะ),ao iìk (kà) ,,More. / I want more. / Give me more.,
มาคนเดียวหรือ,maa kon-diao rʉ̌ʉ,,Did you come alone? / Are you by yourself?,
