thai,phonetic,register,definition,note
(มัน)อาจไม่ใช่ความจริงทั้งหมด,(man) àat mâi-châi kwaam-jing táng-mòt (,,It) might not all be true. / All of it may not be the truth.,
จะแย่ยิ่งกว่านี้,jà yɛ̂ɛ yîng-gwàa níi ,,It could have been worse. / I could be worse.,
ไม่ได้รับการติดต่อกลับ(มาเลย),mâi-dâi ráp gaan-dtìt-dtɔ̀ɔ,FORMAL,glàp (maa ləəi)/(I) didn’t receive any response. / (I) never got an answer back.,
(ท่าทาง)มีพิรุธ,(tâa-taang) mii-pí-rút ,,He’s acting suspicious. / Something’s fishy about the way she’s behaving. / She’s acting strange. (suspicious),
มันอันตรายถึงชีวิต,man an-dtà-raai tʉ̌ng chii-wít ,,It’s lethal. / It’s life-threatening. / It can be fatal.,
ความพยายามอยู่ที่ไหน ความสำเร็จอยู่ที่นั่น,kwaam-pá-yaa-yaam yùu-tîi-nǎi kwaam-sǎm-rèt yùu-tîi-nân,,"Where there’s a will, there’s a way! / If you try hard, you’ll surely succeed!",
ฝากไว้ให้คิด,fàak wái hâi kít,,Food for thought. / Something to think about.,
โคตรสะใจ(เลยว่ะ),kôot sà-jai (ləəi) wâ (,,I)’m soooo satisfied! / So fuckin’ satisfying!,
(และ)เมื่อถึงวันนั้น,lɛ́ mʉ̂a tʉ̌ng wan-nán (,LITERARY,And) when that day comes…,
(เธอเป็นนางเอก)ขวัญใจของ(ผม),təə bpen naang-èek) kwǎn-jai kɔ̌ɔng (pǒm,LITERARY,(She)’s (my) favorite actress. / (She)’s (my) beloved actress.,
ต้องมีระเบียบวินัย,dtɔ̂ng mii rá-bìap-wí-nai,FORMAL,(You) need to be disciplined. / (You) have to have discipline.,
ทําทุกวิถีทางเพื่อ(แก้ไขปัญหา),tam túk wí-tii-taang pʉ̂a (gɛ̂ɛ-kǎi bpan-hǎa) (,,They) tried everything possible to (fix the problem). / (He) did everything he could to (fix the problem).,
เรากลับไปแก้ไขอะไรไม่ได้(แล้ว),rao glàp bpai gɛ̂ɛ-kǎi à-rai mâi-dâi (lɛ́ɛo) ,,We cannot undo what has been done. / We cannot change anything. (it’s done and in the past),
ไปไม่ถึง(บ้าน),bpai mâi-tʉ̌ng (bâan) (,,He) didn’t make it (home). / (He) didn’t reach (his home).,
ผมมีปัญหามากพออยู่แล้ว,pom mii bpan-hǎa mâak pɔɔ yùu lɛ́ɛo ,,I have enough troubles of my own. / I have enough problems already.,
ตายคาที่,dtaai kaa-tii,,(He) died on the spot. / (He) died instantaneously. / (He) died at the scene of the accident.,
เรารู้จักกัน(มา)ตั้งแต่ยังเป็นเด็ก,rao rúu-jàk gan (maa) dtâng-dtɛ̀ɛ yang bpen dèk,,We’ve known each other since we were kids.,
ตามหามันให้เจอ,dtaam-hǎa man hâi jəə,STRONG,Find him! / Go find him! (follow him and find him),
อย่าโยนความผิดให้คนอื่น,yàa yoon-kwaam-pìt-hâi kon-ʉ̀ʉn ,,Don’t blame others. / Don’t put the blame on others. / Stop blaming others.,
พูดเองเออเอง,pûut eeng əə eeng,,"Speak for yourself! / You said it, not me!",
