thai,phonetic,register,definition,note
แน่นอน,nɛ̂ɛ-nɔɔn,,Of course. / Sure. / Certainly.,
มานี่,maa-nîi,,Come here. / Come over here., This is also used casually to mean ‘Give it to me’.
เร็วเข้า,reo-kâo,,Come on! (hurry) / Hurry!,
ช้าๆ,cháa-cháa,,Slowly! / Slow down.,
คุณชื่ออะไร(ครับ),kun chʉ̂ʉ à-rai (kráp) ,,What’s your name?,
ผมเกิด(เมื่อ)วันที่(5)(ธันวาคม),pǒm gə̀ət (mʉ̂a) wan-tîi (hâa) (tan-waa-kom) ,,I was born on (December 5th).," With เมื่อ (mʉ̂a) the statement is more formal, and ธันวาคม (tan-waa-kom) is just ธันวา (tan-waa) more casually."
มีพี่ชาย(สาม)คน,mii pîi-chaai (sǎam) kon ,,I have (three) older brothers.,
มีพี่สาว(หนึ่ง)คน,mii pîi-sǎao (nʉ̀ng) kon ,,I have (one) older sister.,
มีน้องชาย(สอง)คน,mii nɔ́ɔng-chaai (sɔ̌ɔng) kon ,,I have (two) younger brothers.,
ตอนฉันอายุ(เจ็ด)ขวบ,... dtɔɔn chǎn aa-yú (jèt) kùap ,,When I was (seven) years old…," For ages over 10, use ปี (bpii) instead of ขวบ (kùap)."
เขายังเด็ก,kǎo yang dèk,,He’s still young. / He’s just a kid.,
เรียนสาขาอะไร,rian sǎa-kǎa à-rai,,What’s your major? / What field are you studying?,
ฉันชอบอยู่คนเดียว,(chǎn chɔ̂ɔp yùu kon-diao) ,,I like being alone.,
หวัดดี,wàt-dii,INFORMAL,Hi.,
ขอเดา(นะ),kɔ̌ɔ dao (ná),,Let me guess.,
เดาไม่ถูก,dao-mâi-tùuk,,(I) can’t guess. / It’s unpredictable.,
(มัน)เข้าใจยาก,(man) kâo-jai yâak ,,It’s hard to understand.,
(มัน)เข้าใจง่าย,(man) kâo-jai ngâai ,,It’s easy to understand.,
ราคาเท่าไหร่(ครับ),raa-kaa tâo-rài (kráp) ,,How much is it? / How much is this?,
…ไปทางไหนครับ/คะ,(…bpai taang-nǎi kráp/ká) ,,Which way is…? / How do I get to…?,
