thai,phonetic,register,definition,note
เข้มแข็งไว้(นะ),kêm-kɛ̌ng wái (ná) ,,Be strong. (emotionally),
ไม่เคยทำร้ายใคร,mâi-kəəi tam-ráai krai (,,He)’s never hurt anybody. / (It) never hurt anyone.,
ฉันอยากจะย้อนเวลา(กลับไป),... chǎn yàak jà yɔ́ɔn wee-laa (glàp-bpai)...,,I wanna turn back the clock… / I want to go back in time… / I wish I could go back in time…,
หายเข้าไปใน(ป่า),hǎai kâo bpai nai (bpàa) (,,He) disappeared into the (forest).,
อยากให้ของขวัญ แต่ไม่รู้จะให้อะไร,yàak hâi kɔ̌ɔng-kwǎn dtɛ̀ɛ mâi-rúu jà hâi à-rai,,"I wanna get (her) something, but don’t know what to get.",
ฉันไม่สมควรได้รับ(มัน),chǎn mâi sǒm-kuan dâi-ráp (man) ,,I don’t deserve (it). / I didn’t deserve (it).,
ไม่มีวี่แววของ(ฝน),mâi-mii wîi-wɛɛo kɔ̌ɔng (fǒn) ,,There’s no sign of (rain). / It doesn’t look like it’s going to (rain).,
มันเป็นแค่ภาพลวงตา,man bpen kɛ̂ɛ pâap-luang-dtaa ,,It’s just an illusion. / It’s just a mirage. / It’s just a hallucination.,
เขาบริจาคเงินให้กับ(การกุศล),kǎo bɔɔ-rí-jàak ngən hâi-gàp (gaan-gù-sǒn) ,,He donated/gave money to (charity).,
มีเวลาไม่มาก,mii wee-laa mâi mâak,,You don’t have much time. / There isn’t much time.,
ยังหนุ่มยังแน่น,yang nùm yang nɛ̂n,,(He)’s still young and fit/strong.,
ไม่งั้น,... mâi-ngán...,,Otherwise… / If not...,
ไม่มีอะไรมากกว่านั้น,mâi-mii à-rai mâak-gwàa nán ,,There’s nothing more. / There’s nothing else.,
ปกปิดความจริง,bpòk-bpìt kwaam-jing,,hide the truth / cover up the truth,
เขาทำได้ทุกอย่าง,kǎo tam-dâi túk-yàang ,,He can do it all. / He can do anything. / He can do everything.,
คุยอะไรกันอยู่(เหรอ),kui à-rai gan yùu (rə̌ə) ,,What are you guys/two talking about?,
ลืมของไว้(ในรถ),lʉʉm kɔ̌ɔng wái (nai rót) (,,You) left something (in the car).,
(มันก็)แปลกดีนะ,(man gɔ̂ɔ) bplɛ̀ɛk dii ná ,,It’s weird. / It’s strange. / It’s funny.,
หลีกเลี่ยงไม่ได้,lìik-lîang-mâi-dâi,,It’s inevitable/unavoidable.,
ลุยให้เต็มที่,lui hâi dtem-tîi,SLANG,Go all out! / Give it your best shot! / Break a leg!,
