thai,phonetic,register,definition,note
เอานี้(ไป),ao níi (bpai) ,INFORMAL,Here. / Here you go. / Here—take this. (handing something to someone),
อย่าวางสาย,yàa waang-sǎai,,Don’t hang up.,
(มัน)เป็นความผิดของฉัน(เอง),(man) bpen kwaam-pìt kɔ̌ɔng chǎn (eeng) ,,It was my fault.,
หนูชอบเวลาที่(เธอยิ้ม),nǔu chɔ̂ɔp wee-laa tîi (təə yím) ,,I like it when (she smiles).,
หนูไม่ชอบเวลาที่(ฝนตก),nǔu mâi chɔ̂ɔp wee-laa tîi (fǒn-dtòk) ,,I don’t like it when (it rains).,
คำถามสุดท้าย(นะคะ),kam-tǎam sùt-táai (ná-ká) (,,One) last question…,
ว่ามา,wâa-maa,INFORMAL,Go on (tell me). / Shoot.,
ผมทำมันหาย,pǒm tam man hǎai,,I lost it.,
(อาหาร)อร่อยทุกอย่าง(เลย)(ครับ/ค่ะ),aa-hǎan) à-rɔ̀i túk-yàang (ləəi) (kráp/kà,,Everything’s so good. / It’s all so delicious!,
เขาดูแลฉันดีมาก,kǎo duu-lɛɛ chǎn dii-mâak ,,He took very good care of me.,
ผมยังไม่ได้บอกว่า,... pǒm yang mâi-dâi bɔ̀ɔk wâa...,,I didn’t tell you yet… / I haven’t told you yet… / I haven’t told her… yet.,
ทำเป็นทุกอย่าง,tam-bpen túk-yàang,,She can make anything! / I can cook everything.,
แล้วแต่อารมณ์,lɛ́ɛo-dtɛ̀ɛ aa-rom,,It depends on (my) mood. / It depends on how (I) feel.,
ไม่มีคนช่วย,mâi-mii kon chûai,,I have no one to help (me). / She has no one to help her.,
ไม่เคยเล่าให้(ผม)ฟัง,mâi-kəəi lâo-hâi-(pǒm)fang ,,You’ve never told me before. / I never told you before.,
เอาอะไรดี,ao à-rai dii ,INFORMAL,What do you want? / What would you like? / What can I get you?,
ซื้อ 1 แถม,1 sʉ́ʉ nʉ̀ng tɛ̌ɛm nʉ̀ng,,Buy one get one free.,
ฉันสงสัยว่าทำไม,... chǎn sǒng-sǎi wâa tam-mai...,,I wondered why… / I wonder why… / I was curious why…,
ผมเอง(นะ),pǒm eeng (ná) ,,It’s me. (on the phone),
ความจำดี,kwaam-jam dii,,(You) have a good memory!,
