thai,phonetic,register,definition,note
ฉันยินดีจะช่วยคุณ,chǎn yin-dii jà chûai kun ,,I’m happy to help (you). / I’d be glad to help.,
ผมช่วยดีกว่า,pǒm chûai dii-gwàa,,I’d better help (you). / Let me help (you).,
รู้อะไร(ไหม),rúu à-rai (mǎi) ,,Know what? / Do you know what?,
อย่าลืมเล่าให้ฟัง,yàa lʉʉm lâo-hâi-fang ,,Don’t forget to tell (him) (about it).,
เพิ่งมาถึง,pə̂ng maa-tʉ̌ng,,(I) just got here. / (I) just got back. / (I) just arrived.,
กลัวไม่หล่อ,glua mâi lɔ̀ɔ,,"(He)’s worried he won’t look good. / (He)’s concerned about how he looks. //(He)’s afraid he won’t look handsome. (hair messed up, etc.)",
ไม่เคยเห็นเขามาก่อน,mâi-kəəi hěn kǎo maa-gɔ̀ɔn (,,I)’ve never seen him/her before.,
ทำไมไม่เคยบอกฉัน,... tam-mai mâi-kəəi bɔ̀ɔk chǎn...,,Why didn’t you tell me… ? / Why haven’t you told me… ?,
จำได้ว่าตอนนั้น,... jam-dâi wâa dtɔɔn-nán...,,(I) remember at that time…,
ฉันรู้สึกแบบนั้น,chǎn rúu-sʉ̀k bɛ̀ɛp-nán ,,I feel that way. / That’s how I feel. / I feel like that.,
ต้องทำอะไรสักอย่าง,dtɔ̂ng tam à-rai sàk-yàang ,,We have to do something. / You gotta do something.,
กำลังกลับบ้าน,gam-lang glàp-bâan,,I was on my way home. / She’s heading home. / He’s coming home.,
พอจะรู้(ว่า),... pɔɔ jà rúu (wâa)...,,Do you happen to know… ? / Do you have any idea… ?,
ฉันไม่น่าบอก(เธอ),chǎn mâi-nâa bɔ̀ɔk (təə) ,,I shouldn’t have told (you).,
(มัน)ไม่มีความหมายกับผม,(man) mâi-mii-kwaam-mǎai gàp pǒm (,,It) means nothing to me. / (It) didn’t mean anything to me.,
ตื่นตั้งแต่เมื่อไร,dtʉ̀ʉn dtâng-dtɛ̀ɛ mʉ̂a-rai ,,How long have you been up? / When did you wake up?,
ฉันมีความสุขที่สุด,chǎn mii-kwaam-sùk tîi-sùt ,,I’m really really happy! / I’m so very happy! / I’m feeling great!,
อย่าล้อเล่น(แบบนี้),yàa lɔ́ɔ-lên (bɛ̀ɛp-níi) ,,Don’t joke around (like that)! / Don’t tease me (like that)!,
(หิว)สุดๆเลย,(hǐu) sùt-sùt ləəi (,,I’m) super (hungry).,
ดูอะไรอยู่(คะ),duu à-rai yùu (ká) ,,What are you looking at?,
